real_name,k_ppt1,k_ppt2,k_ppt3,k_ppt4,k_ppt5,k_ppt6,k_ppt7,k_ppt8,k_ppt9,k_ppt10,k_ppt11,k_ppt12,k_ppt13,k_ppt14,k_ppt15,k_ppt16,k_ppt17,k_ppt18,k_ppt19,k_ppt20,k_ppt21,k_ppt22,k_ppt23,k_ppt24,k_ppt25,k_ppt26,k_ppt27,k_ppt28,k_ppt29,k_ppt30,k_ppt31,k_ppt32,k_ppt33,k_ppt34,k_ppt35,k_ppt36,k_ppt37,k_ppt38,k_ppt39,k_ppt40,k_ppt41,k_ppt42,k_ppt43,k_ppt44,k_ppt45,k_ppt46,k_ppt47,k_ppt48,k_ppt49,k_ppt50,k_ppt51,k_ppt52,k_ppt53,k_ppt54,k_ppt55,k_ppt56,k_ppt57,k_ppt58,k_ppt59,k_ppt60,k_ppt61,k_ppt62,k_ppt63,k_ppt64,k_ppt65,k_ppt66,k_ppt67,k_ppt68,k_ppt69,k_ppt70,k_ppt71,k_ppt72,k_ppt73,k_ppt74,k_ppt75,k_ppt76,k_ppt77,k_ppt78,k_ppt79,k_ppt80,k_ppt81,k_ppt82,k_ppt83,k_ppt84,k_ppt85,k_ppt86,k_ppt87,k_ppt88,k_ppt89,k_ppt90,k_ppt91,k_ppt92,k_ppt93,k_ppt94,k_ppt95,k_ppt96,k_ppt97,k_ppt98,k_ppt99,k_ppt100,k_ppt101,k_ppt102,k_ppt103,k_ppt104
10,0.582978,0.567117,0.950853,1.09385,0.78479,0.768699,0.86301,0.986639,0.215315,0.13196,0.55607,0.285216,0.79016,0.629608,1.22525,0.706646,0.435291,0.31722,0.635675,1.1461,1.0658,0.659571,1.74445,1.1354,0.316202,0.323958,0.720244,1.09,0.923905,1.64704,1.47438,0.694544,0.480477,1.00016,0.744591,0.839611,1.05485,2.92207,4.29779,0.6972,1.08833,1.66941,3.19955,1.47764,1.75045,2.037,2.07174,4.20136,0.618172,3.38875,2.78617,1.53296,1.13001,1.38523,2.47357,1.09986,0.492323,0.888194,1.66898,1.43819,3.48207,2.42416,2.22051,2.28419,0.567157,0.794654,0.950624,1.85729,3.31012,3.40844,3.78478,6.44697,0.751953,0.681696,0.424041,0.601467,1.1691,1.34792,1.41927,2.0942,2.14018,0.520505,0.710749,0.871466,1.08541,0.53313,1.34114,1.42142,1.80132,0.827517,0.574603,0.559579,0.518893,1.04565,0.903239,2.2546,0.582441,0.28194,0.480826,0.602574,0.332382,0.839913,0.764629,0.679074
11,0.490441,1.79555,5.86771,4.76404,6.80401,0.424509,0.96401,2.11441,0.219839,0.691231,4.3612,6.22968,1.98911,0.664111,0.625978,2.14189,0.31768,0.245071,1.95869,1.8712,4.47998,2.48048,1.1374,1.12139,0.142866,0.174495,0.569587,0.688927,1.77963,2.21105,1.50867,1.35984,0.218239,0.16887,0.54913,1.32184,1.56199,1.21243,1.58376,1.60389,0.309702,0.427548,0.710686,8.94669,7.47901,4.43715,1.44105,1.02597,0.0799731,0.487154,1.01517,3.18799,4.45254,1.77232,2.30964,2.48584,0.15994,0.379467,1.25163,1.74422,4.24183,3.00488,2.86147,3.19118,0.364748,0.31773,1.9685,3.3172,3.93706,1.85195,1.51756,1.31405,0.290135,0.682463,2.66835,1.69333,1.3653,1.34057,1.07768,0.761625,1.31495,0.726142,1.0542,1.53069,0.707635,1.44076,1.68088,1.27788,2.19575,0.370501,0.399316,0.361081,0.360695,0.937736,1.54957,3.8692,0.784485,0.395389,0.0962987,0.240878,0.515934,0.818552,0.994718,0.603018
12,0.352507,0.455554,1.23796,2.12484,2.34805,0.684387,0.610145,1.36726,0.273064,0.693049,1.1542,2.26088,2.34791,1.17692,1.39111,1.93717,1.34819,0.537854,0.930596,1.53796,2.92825,2.27834,1.79775,1.22756,0.518953,0.266736,0.515079,1.00999,0.865943,3.13596,1.00567,1.10494,0.371583,0.39582,0.505071,1.42175,0.678883,1.83473,1.62215,0.791156,0.553007,0.658842,2.12219,3.61438,2.33076,2.71942,1.65979,1.53473,0.35587,0.574573,1.45257,2.43997,1.30778,1.63645,1.15799,1.23522,0.524396,0.854847,1.58367,2.28353,4.20929,2.47462,1.59266,1.73081,0.688589,0.907317,2.04854,3.44151,7.95151,3.8661,1.67352,1.892,0.570404,1.39784,1.12071,1.50392,1.90749,3.08386,0.823798,1.46345,1.11313,0.649951,1.78629,1.43263,0.63258,1.17638,0.76694,1.01823,2.69924,1.11581,1.48962,0.555789,0.381643,0.737628,0.506375,1.59033,0.790352,0.755932,0.636745,0.381446,0.211037,0.24121,0.443658,0.952972
13,0.9006,1.56257,6.46067,2.34741,2.63098,0.467718,1.29405,1.35438,0.700704,1.26802,2.66334,3.03435,1.71761,0.807582,2.19389,2.70417,1.28881,0.4795,0.685924,1.08756,1.74862,1.18882,2.51419,1.90106,0.874892,0.667139,0.706195,1.03432,0.657137,1.15283,1.75861,2.20383,0.473248,0.360328,0.646238,0.576966,0.408655,1.16709,1.5379,3.02131,0.724128,0.803997,1.40408,0.861623,2.41708,2.49404,2.12077,2.86123,0.335323,0.629045,0.904531,1.69137,2.26263,2.07198,2.28662,2.50798,0.476699,0.426743,1.35905,0.793112,2.06798,3.86508,3.37885,3.22043,0.46483,0.892739,0.930508,0.938903,7.68583,4.73113,4.89892,3.00996,0.500711,0.885677,1.01065,1.07584,2.67983,4.64857,2.71495,1.10924,0.766383,0.528726,0.745252,1.02573,0.652644,1.05724,1.77737,1.17116,1.41319,0.788744,0.849519,0.538542,0.31421,1.21438,0.474958,1.50413,0.777983,0.577227,0.331078,0.315327,0.196263,0.576473,0.700486,0.902423
14,0.751419,0.755836,1.23705,1.14203,1.97777,0.700729,1.02003,1.06017,0.623758,0.415007,1.28318,2.0284,1.24924,0.914032,1.34385,1.13147,0.9437,0.541601,0.691979,1.14918,2.05918,1.00433,1.62148,0.597768,0.494161,0.39041,0.904029,1.44898,1.63141,1.21922,0.815626,0.843065,0.548325,0.488955,1.26466,1.85246,1.09784,1.98235,1.29393,1.27782,0.544595,0.329528,0.688001,2.93356,4.03413,2.48355,0.572899,0.692682,0.225577,0.556417,0.829931,2.61186,1.98916,1.59588,1.59731,0.923529,0.519415,0.515048,1.67607,1.90925,4.36124,3.77827,2.8849,1.51042,0.637094,0.628521,1.76664,4.609,12.2669,3.58979,1.76803,1.00644,1.28073,1.10141,1.41991,2.23953,3.57827,2.26093,1.31202,0.462205,1.22471,0.537037,1.65251,0.936742,1.39192,2.53606,1.66765,0.765335,0.903061,0.440866,0.620402,0.608922,0.744952,1.10941,0.654231,1.35498,0.44546,0.378477,0.230709,0.797792,0.73941,0.487826,0.452096,0.642761
15,0.276055,0.652469,1.63936,1.18166,0.991314,0.262426,0.988145,1.75288,0.246175,0.607564,0.825094,1.56005,0.807828,0.508606,0.814587,1.12871,0.741132,0.626086,0.990473,1.09398,1.12461,0.431166,0.621871,1.69097,0.71125,1.37902,1.90386,0.708305,0.330812,0.46301,0.619216,0.459829,0.227758,0.530833,1.86686,2.75594,0.978978,1.97213,2.73563,2.05755,0.584583,0.507971,1.03659,1.78886,4.31646,1.73252,2.38772,3.21667,0.725333,0.606167,0.945619,2.71879,2.69604,2.91481,3.03311,1.29604,1.0892,0.315982,1.21279,2.60804,3.14107,3.33044,1.71023,2.02006,1.27846,0.482098,0.653441,1.82085,2.99771,3.4811,1.5044,4.1313,2.25171,1.6015,2.96044,3.91132,1.68577,2.97702,1.1792,2.92615,1.1777,0.611024,1.18801,1.36489,0.94701,0.928053,1.58816,1.79784,0.795139,0.347979,0.484252,0.397207,0.32863,0.664796,0.633997,2.27553,0.778479,0.436894,0.307627,0.428807,0.149809,0.689327,0.399408,0.958557
16,0.792614,2.75832,3.86473,2.30835,7.27747,0.34711,0.486641,0.698237,0.974633,1.43881,3.98129,3.32259,2.49042,0.920244,0.379214,0.4728,3.2033,0.657897,0.893277,1.31891,2.06354,0.293087,0.925287,0.472273,1.48788,0.772216,0.896969,0.77694,0.630961,0.871631,0.541184,0.62008,0.50282,0.51165,1.8586,1.412,1.18993,3.56187,1.41487,4.70479,0.991128,0.909121,0.689644,2.85423,2.6729,3.07746,1.18802,1.36554,0.450018,0.925457,0.742423,2.02693,5.22123,1.61826,1.46927,0.81583,1.15658,0.311456,1.1563,2.10538,8.13871,2.70065,1.21743,2.78462,1.15448,0.919925,2.30541,2.69828,7.64116,11.5423,2.68787,1.88012,1.22402,1.93146,1.81851,3.01361,1.72591,2.57554,3.31359,0.827848,1.38988,0.69783,1.91334,1.36538,0.417853,0.452709,2.50038,1.04807,2.74776,0.792506,1.07521,0.657346,0.083651,0.491146,0.256969,2.61838,0.691522,0.718082,0.473565,0.557209,0.178665,0.19669,0.469517,0.945757
17,0.381804,0.31279,1.47848,1.53338,3.04223,0.958352,1.08348,1.10283,0.126557,0.336274,0.645728,0.915332,2.06376,0.637259,0.77572,1.03243,0.337965,0.31238,0.585025,1.08032,2.82442,0.968458,1.97284,0.983571,0.50981,0.420324,0.342379,0.3583,1.86673,1.71506,0.630279,0.372431,0.642238,0.503197,0.663695,1.69888,1.99842,3.12102,2.19034,1.22502,0.533584,0.340667,0.700515,2.45947,2.27989,1.70629,2.35932,6.87576,0.906198,1.12519,1.48775,1.79351,1.49199,3.02469,3.80582,1.30467,1.87678,0.556862,0.867248,1.21328,5.11187,7.08352,4.84485,2.66221,0.596844,0.933323,1.0438,1.20681,3.24866,2.93768,1.97904,3.67744,0.961806,3.41129,1.83532,2.68427,1.48239,2.35482,1.09669,1.92392,0.970493,0.877003,2.19298,0.332727,0.420697,0.46725,1.53038,1.90587,0.579755,0.534168,1.46945,0.683141,0.275253,0.425107,0.204434,2.0819,0.390657,0.324841,0.403431,0.599823,0.557737,0.332878,0.664998,1.23111
18,0.444719,0.981743,5.48101,2.9178,1.856,0.363757,0.657946,1.7528,0.333206,0.598792,2.64889,2.59539,0.4975,0.270209,0.371172,1.66803,1.56171,0.653939,1.97593,1.71061,1.53531,0.475041,0.794245,1.66215,0.537973,0.471297,0.734443,1.0302,0.923679,1.19174,0.574041,0.533501,0.287259,0.795277,1.14574,1.21618,1.59831,3.97332,2.96355,1.78991,0.585516,1.63805,2.51022,3.91295,3.60472,4.21081,2.22223,1.69206,0.784343,1.40169,1.97932,3.29254,2.39231,2.03138,1.16617,0.731883,0.69949,0.568457,1.12476,2.93611,6.0267,2.91615,1.5723,1.1856,0.804131,0.656409,1.34903,5.32526,6.23048,2.75304,1.04783,0.723792,0.882817,1.26474,2.41861,3.13902,1.61126,1.02145,1.33244,0.773552,2.28317,0.974692,1.03298,1.39709,0.784125,0.817186,1.53448,0.857535,1.55515,0.814639,0.486461,0.449256,0.276074,0.474439,0.672442,1.42613,1.45293,0.526089,0.561586,0.655719,0.223415,0.433899,0.509484,0.791294
19,0.127008,0.284066,0.970397,1.18194,2.7079,0.911866,3.07513,5.54253,0.19944,0.368892,0.931226,2.48656,1.69516,2.25358,3.58472,3.90934,0.836632,0.486212,0.586557,0.818383,3.35022,2.17001,2.11366,2.64802,0.92667,0.711874,0.585049,0.648234,0.538422,1.16774,1.12675,1.67177,0.51041,0.899763,0.573006,0.59918,0.637515,1.29975,2.64008,5.0286,0.643373,0.549167,0.717579,1.07538,2.86027,1.91544,1.15075,1.72593,0.616885,0.581473,0.61502,1.33029,2.61902,2.17073,2.03782,1.13573,1.13302,0.414439,0.800711,1.53546,3.42834,1.79263,2.74612,1.78333,1.64503,0.951719,0.514584,2.97666,4.6708,3.82809,2.27765,2.01367,2.68005,0.471689,0.855063,1.87738,3.41093,5.90433,2.099,0.882315,1.80733,0.459697,0.797224,1.02269,1.04222,1.25681,2.02208,1.04028,0.681797,0.442795,0.593377,0.574816,0.358317,0.467966,0.399317,1.14923,0.510499,0.561647,0.527421,0.87598,0.216571,0.338112,0.508393,1.3746
20,1.62004,3.19881,3.50583,2.5476,1.53349,0.779091,1.27361,2.77907,0.589331,0.534001,1.78109,4.56166,1.9637,2.46846,3.21957,3.85342,2.82929,1.06695,1.49875,1.72245,4.69099,3.11731,2.86886,1.35754,1.19674,0.853449,0.747941,1.2832,1.50284,0.990597,1.20326,1.103,0.577994,0.263532,0.311791,1.01823,1.52974,1.88431,1.56314,1.66369,0.549146,0.203843,0.919314,1.71302,2.93702,2.29368,0.842613,1.06794,0.647218,0.182885,0.847521,2.64018,4.19482,2.22509,0.941032,1.73012,0.671258,0.276003,1.33907,3.69102,4.9819,3.13624,1.93425,1.53499,0.719856,0.575394,0.459649,3.75389,4.3693,2.7283,2.93988,2.4986,1.66443,1.64548,0.806457,0.692003,2.72173,5.00652,1.63454,1.28294,1.08032,0.821593,1.126,0.680476,0.885751,1.61909,3.61331,1.27611,0.368873,0.363028,0.743658,0.520783,0.318014,1.0523,0.412775,1.91786,0.596947,0.36278,0.318222,0.82446,0.154853,0.651505,0.646851,1.26757
21,0.438606,1.03193,3.06727,4.5207,3.39261,0.658285,0.81151,0.636216,0.413693,1.29697,2.75538,5.88673,2.17595,0.623424,1.19156,1.22681,1.30986,0.390924,0.925422,2.22218,3.25096,1.53383,1.19735,0.811739,0.896286,0.260958,0.316562,0.849203,1.42097,1.56523,0.42914,0.856774,0.606733,0.247512,0.4717,1.2549,0.76641,1.43627,1.06495,1.27364,0.835688,0.395189,0.802026,2.16523,5.2019,3.0845,0.977355,1.377,0.284156,0.635975,0.972928,1.91412,2.68172,3.43557,1.77435,1.49594,0.718913,0.511314,0.991407,1.57309,5.56994,4.44377,3.53573,1.77753,0.975987,1.02436,1.971,2.60633,9.11801,6.27825,1.62951,3.05007,0.428252,1.10948,1.34796,1.4356,1.35471,2.51162,1.33113,0.780749,1.50184,0.600899,1.71335,0.421998,0.316053,0.992744,1.20345,0.955937,1.86888,0.831587,0.856977,0.41707,0.33459,0.617841,0.507268,2.53197,0.98841,0.534717,0.246212,0.313104,0.319086,0.357501,0.588887,1.50197
22,0.180893,0.625547,0.866862,0.359964,0.53279,0.436767,0.61207,2.07688,0.208486,0.734177,0.576223,0.982835,0.841146,0.462553,0.462241,0.782667,0.193201,0.539018,0.579429,0.372226,1.86027,1.73381,1.31329,0.430983,0.496061,0.558257,0.640433,0.359258,1.2396,3.25784,0.924332,0.56586,0.577334,0.740149,1.73733,2.22255,1.86965,2.25426,1.91534,0.466808,0.190074,0.562356,2.58899,7.04053,4.05178,2.44586,0.695552,0.503477,0.277631,1.02341,2.37892,5.685,4.50872,1.24271,1.89664,0.945867,0.285375,1.04564,2.58525,3.44236,5.44624,1.40416,1.17127,0.283602,0.178041,0.909852,4.00057,7.25526,6.44627,2.15306,1.09734,0.602331,0.614088,0.978599,1.37747,3.17208,3.50336,3.97188,1.31554,1.17682,1.13947,0.974396,1.23165,0.473558,0.957291,2.59494,0.662219,0.49621,0.40803,0.553789,0.733992,0.70239,0.698027,0.945654,0.55826,0.788191,0.495634,0.816001,0.780193,0.886034,0.653551,0.336899,0.604786,0.456745
23,0.465416,1.13302,3.68264,2.19744,1.19534,0.442899,0.505176,0.516059,0.346699,0.78325,2.79858,2.22702,0.903873,0.83641,0.494188,0.442718,1.06846,0.527746,1.12878,1.39882,1.59788,0.847948,0.643786,0.300841,1.35989,0.423323,0.981741,0.895454,1.29253,1.06831,0.418842,0.413738,0.387524,0.287841,1.65952,4.7224,1.51607,1.70277,0.944268,1.13043,0.614137,0.373718,0.379679,5.66107,5.08366,1.44118,0.656925,0.867653,0.413141,0.636815,0.50718,3.50458,7.42707,1.58363,1.34022,1.7955,0.74055,0.178854,1.6346,3.58239,4.95716,3.40565,1.181,1.12538,0.893758,0.532995,4.11164,4.37152,4.53107,3.72796,1.87226,1.81342,1.19786,4.35006,3.33484,2.59529,1.43512,1.81469,0.653756,1.04861,1.17115,1.17218,1.06282,0.443984,0.588096,1.19864,1.35706,1.14137,1.97739,0.691688,0.800657,0.282106,0.312177,1.83359,0.560412,2.92272,1.01153,0.862725,0.200806,0.281064,0.232569,0.53054,0.351804,0.769978
