real_name,k_ppt1,k_ppt2,k_ppt3,k_ppt4,k_ppt5,k_ppt6,k_ppt7,k_ppt8,k_ppt9,k_ppt10,k_ppt11,k_ppt12,k_ppt13,k_ppt14,k_ppt15,k_ppt16,k_ppt17,k_ppt18,k_ppt19,k_ppt20,k_ppt21,k_ppt22,k_ppt23,k_ppt24,k_ppt25,k_ppt26,k_ppt27,k_ppt28,k_ppt29,k_ppt30,k_ppt31,k_ppt32,k_ppt33,k_ppt34,k_ppt35,k_ppt36,k_ppt37,k_ppt38,k_ppt39,k_ppt40,k_ppt41,k_ppt42,k_ppt43,k_ppt44,k_ppt45,k_ppt46,k_ppt47,k_ppt48,k_ppt49,k_ppt50,k_ppt51,k_ppt52,k_ppt53,k_ppt54,k_ppt55,k_ppt56,k_ppt57,k_ppt58,k_ppt59,k_ppt60,k_ppt61,k_ppt62,k_ppt63,k_ppt64,k_ppt65,k_ppt66,k_ppt67,k_ppt68,k_ppt69,k_ppt70,k_ppt71,k_ppt72,k_ppt73,k_ppt74,k_ppt75,k_ppt76,k_ppt77,k_ppt78,k_ppt79,k_ppt80,k_ppt81,k_ppt82,k_ppt83,k_ppt84,k_ppt85,k_ppt86,k_ppt87,k_ppt88,k_ppt89,k_ppt90,k_ppt91,k_ppt92,k_ppt93,k_ppt94,k_ppt95,k_ppt96,k_ppt97,k_ppt98,k_ppt99,k_ppt100,k_ppt101,k_ppt102,k_ppt103,k_ppt104
24,0.688946,1.65343,0.876277,0.96386,0.934743,1.05623,0.819957,1.21531,1.24661,1.20989,0.356311,0.324364,1.01215,0.853145,2.39443,0.93307,1.74118,0.651136,0.538209,0.440448,0.546499,2.3818,3.03995,2.20789,0.845898,0.784419,0.403904,0.493181,0.618337,1.36144,1.50777,0.637758,0.94032,0.716227,0.549605,0.879712,1.07428,3.31967,1.87175,0.690605,1.59794,1.0387,1.88663,1.09291,1.8583,2.95026,1.91643,1.193,0.720894,1.66712,4.1566,2.84073,2.27767,2.79301,1.59663,0.759487,0.665726,0.827551,2.48637,2.71981,2.93108,1.33052,0.972683,0.644707,0.508582,0.851141,2.04888,3.06079,2.67552,1.88473,1.6159,2.70345,0.523262,1.10347,1.78199,3.00037,2.08243,2.73273,2.26264,1.99429,2.6668,1.28011,1.19938,0.54578,0.865357,1.33865,1.3182,0.706648,1.70172,1.9835,1.07543,0.600031,0.782027,0.542962,0.897657,1.57306,0.597455,0.440054,0.443192,0.646383,0.434396,0.505907,0.415808,0.604161
25,0.560907,1.8635,1.41963,2.03563,1.72758,1.15831,1.14521,1.58758,0.528171,0.785861,1.44881,1.66424,0.763681,1.06115,2.51068,1.02619,0.353435,0.504279,0.773541,0.805484,1.69518,1.39047,3.5472,2.72769,0.525515,0.848745,1.11719,0.84376,0.611728,1.531,1.67657,1.70242,0.332712,0.643629,0.641642,1.23553,0.369429,1.71901,2.41571,1.56008,0.462364,0.679029,1.06212,2.8041,3.85667,3.25524,1.19522,0.951736,0.502038,0.953468,2.53558,4.00831,1.95822,2.04911,1.73221,1.73498,0.634323,0.544066,2.03974,1.77541,3.05525,2.01557,2.69968,1.49554,0.649016,0.44298,2.07223,2.47605,5.15103,0.745343,1.55904,2.24706,1.23326,0.312204,0.801399,4.13497,1.38472,0.77735,0.711397,0.526218,5.53992,0.302854,0.322772,0.77512,0.774249,1.72171,1.12992,0.498954,0.985026,0.50638,0.558372,0.397937,0.750955,0.934974,2.97355,2.34665,0.605846,0.465191,0.230892,0.292913,0.589944,1.43532,0.725058,0.622745
26,0.966177,1.7912,2.04502,3.64994,5.39817,4.10958,3.01267,4.31376,0.261675,0.869053,2.97742,1.82893,4.69327,3.8264,3.11896,5.90941,0.416505,1.29278,1.06263,1.97954,3.69643,2.70309,3.5645,1.37704,0.541819,0.420148,0.326711,1.0552,1.87218,1.91659,1.00733,0.957623,1.10876,0.526643,0.450333,0.809049,1.69994,2.05517,1.4721,1.34106,0.924045,0.722795,1.14599,3.31038,3.10389,2.998,1.53132,1.12549,0.962444,1.48335,2.21511,2.7718,4.77625,1.9748,1.46579,1.82214,0.643763,0.434106,0.888643,2.3799,5.14718,3.34529,2.25458,2.78382,0.587771,0.329928,0.775299,2.2626,3.84916,3.29002,2.61639,2.62001,0.507966,0.568165,0.970303,1.16375,1.66554,1.75915,0.959391,1.21712,1.13111,0.369121,0.904501,1.06894,0.92851,0.976714,1.70608,1.51895,1.92947,0.442355,1.43882,0.616629,0.364701,0.968569,0.680812,1.35738,0.693285,0.205211,0.451902,0.503616,0.299854,0.578005,0.594547,1.11447
27,3.55786,4.27822,1.97771,2.463,1.34177,2.35815,1.6412,1.53297,1.87444,0.557947,0.559747,1.11497,5.01739,9.14938,5.37045,1.89064,0.558835,0.342774,0.163233,1.66441,3.94704,6.489,4.47239,2.06912,0.365726,0.378869,1.48859,2.64235,3.83187,2.11892,5.74135,2.62573,0.548335,0.191717,0.815694,0.84188,1.79692,1.50464,1.61797,0.912431,1.84952,0.634921,0.709317,0.624761,1.54022,1.24614,1.45467,0.747727,1.7137,1.63787,1.42262,2.13897,1.99567,2.26932,1.33488,1.27889,1.39817,0.772892,1.51721,2.52407,1.51358,1.94974,1.49955,1.10094,0.708372,1.26524,0.877692,1.37872,2.23671,1.06491,2.85453,4.21737,0.644334,0.504946,1.13925,0.845099,1.34158,1.36744,2.63498,1.38016,0.871831,1.00372,1.18629,0.602923,1.70484,0.897909,1.02702,0.964689,0.84559,0.660218,0.770715,0.651728,1.21536,1.25192,1.26426,1.3634,0.662933,0.405581,0.295256,0.845564,0.360878,0.888448,0.618143,0.753163
28,0.451354,0.752329,2.8195,3.31708,1.76496,0.518958,0.846647,1.09812,0.194072,0.354782,2.15578,2.21809,0.980024,0.701736,0.552443,1.0394,0.528217,0.228609,1.1263,1.79758,2.63772,1.02233,1.20647,1.13748,0.511452,0.493915,1.221,0.772577,1.04356,1.43623,0.977161,0.573329,0.331581,0.462513,1.32937,1.80562,1.20002,2.9584,2.01705,1.51735,0.865495,0.927988,1.48184,2.86258,2.09743,1.23452,0.894778,1.89018,0.429844,0.996128,2.56268,3.1609,3.14736,1.67796,1.54138,0.745121,0.846867,0.473891,1.49129,2.83782,6.27519,3.40388,1.50869,0.874689,0.974481,0.791562,1.0152,3.12948,4.63527,3.37554,1.72505,1.40624,1.25977,1.81935,1.54977,2.8279,1.76275,2.24726,2.50212,0.769107,1.6249,0.792128,1.55256,1.3218,1.2425,1.00745,1.88794,0.87583,1.53713,0.664809,0.78252,0.363328,0.394773,0.681147,0.845155,2.30126,1.08762,0.340318,0.154823,0.428651,0.201584,0.595001,0.595439,0.710044
29,0.619543,0.705892,2.93556,2.21695,1.6441,1.02489,0.951909,1.96364,0.586906,0.423329,1.30622,2.09088,0.897338,0.497467,1.1952,2.03506,0.462384,0.640823,0.753539,1.60009,1.63358,1.11999,1.78877,1.80349,0.452813,0.5465,0.658027,2.53956,1.6458,2.04,1.2832,1.61643,0.348213,1.20111,0.626488,0.623229,1.26187,2.09281,2.2835,2.48777,0.527762,0.716872,2.43299,1.24839,1.49898,2.27446,1.87962,2.1381,0.729426,0.801454,1.49575,1.22635,1.75501,2.18133,1.18805,1.39461,0.649045,0.643306,0.528852,0.778567,1.88371,3.28882,2.03005,0.800955,0.505965,0.566331,1.2616,2.85944,6.44854,3.31599,2.96335,1.05205,0.338557,0.989144,0.646412,2.21051,2.79138,1.90756,5.5207,2.76661,0.378054,0.707661,0.38663,0.714609,1.04127,1.73421,2.16484,2.19009,0.232601,0.314525,0.300735,0.737943,0.458254,1.64392,1.4541,1.34347,0.375651,0.373311,0.853081,0.837016,0.323795,0.956218,0.886864,0.509576
30,0.721166,1.18197,1.62843,2.04105,0.522521,0.687926,0.810197,0.562507,1.13296,1.01375,1.62263,1.77822,0.712617,0.735106,1.49605,0.77258,2.43979,1.22324,1.14355,1.16041,0.890501,1.12427,1.28658,1.01134,1.98032,1.07105,0.645401,1.4852,0.81174,0.500521,0.560696,0.755528,0.91818,0.558066,0.8881,1.01373,1.21303,2.59405,1.2981,1.86864,2.29403,0.774319,1.84036,1.02108,2.47791,2.96038,1.14754,0.70745,0.823705,1.04849,1.84777,2.36591,3.63006,5.24624,1.72264,0.701653,0.489554,0.593378,1.1008,1.83997,3.23821,2.99285,0.486167,0.530376,0.948755,0.684051,0.665632,2.31442,5.73885,3.03503,0.344679,0.487732,0.890104,2.08073,1.50284,2.58217,2.07087,1.77852,1.13471,0.264045,1.05647,1.11809,1.4637,1.21325,2.49703,1.97389,0.779721,0.303035,0.48439,1.0273,1.12735,0.976228,1.24426,0.538162,0.332308,0.433071,0.818365,0.395991,0.412029,0.69607,0.425751,0.553922,0.176546,0.374511
31,0.84976,1.08953,1.84579,1.67043,2.51709,1.89979,1.45846,1.12874,1.28926,1.96168,1.18678,2.12096,2.39349,0.889253,2.32461,1.90919,0.709323,1.21501,0.484815,1.03003,2.77074,1.10035,1.65413,1.95839,0.94757,0.795816,0.862073,1.72427,1.48739,0.993467,2.18781,1.28283,0.596002,0.493107,1.1747,1.09404,0.702866,0.837872,1.23544,1.64217,0.514703,0.437296,0.689676,1.03907,3.65747,1.54767,1.97344,1.85963,0.88123,1.38782,0.783386,2.74891,2.04941,2.67424,2.7365,1.98911,0.908485,0.724802,0.902593,0.985927,1.72371,1.80768,2.64414,1.60319,0.691485,0.492306,0.758407,0.917682,6.1809,5.43203,2.82133,1.66732,0.905008,0.652811,0.647544,0.928224,3.91737,6.28265,1.54804,1.41063,0.672548,0.39699,1.2999,0.829159,1.11498,1.30812,1.06847,1.67832,0.799068,0.472228,0.549879,0.959918,0.576083,0.98893,0.916869,0.977917,0.375918,0.496101,0.500685,0.513852,0.469868,0.570837,0.628773,0.812738
32,0.765516,2.60622,3.88332,2.39023,5.25639,1.45636,2.8343,5.16616,0.775747,1.89792,2.98417,1.74834,2.62608,1.83597,3.05649,2.7236,1.19537,0.92656,1.06062,1.36718,2.34272,1.37491,2.39976,2.01154,0.6062,0.648882,0.846647,0.675283,0.663079,1.80258,0.850699,1.00097,0.53719,0.665071,1.38679,0.881288,1.72632,3.91593,3.83187,2.06647,0.615414,0.438553,1.17613,2.56809,5.06625,5.82422,2.41117,0.950714,0.405143,0.976463,0.950632,2.38839,4.2213,2.54275,2.97448,1.10426,0.442587,0.395868,0.998743,2.11633,4.17226,2.6059,1.95604,2.60147,0.63535,0.468314,1.64666,1.64475,4.26174,5.54029,1.54765,1.22907,1.0983,0.754761,2.17929,2.1985,2.55322,1.87854,3.21012,0.884,1.71981,0.668398,1.3634,1.36661,0.773827,0.749543,1.6751,0.993685,2.91542,0.600196,0.879859,0.642512,0.161162,0.346249,0.408713,0.99748,1.14365,0.509607,0.486876,0.85775,0.232129,0.242865,0.456211,0.73976
33,1.72825,2.10842,11.1008,6.26785,7.09688,3.61218,2.28431,2.77542,1.15457,1.00239,3.63349,5.37892,1.70881,2.13964,6.89743,3.98313,1.56553,0.711888,2.9245,1.75555,1.91169,3.25151,3.04051,1.03704,1.36376,0.951008,0.837807,0.924853,1.80808,1.98931,0.61784,0.598606,0.868355,0.982419,0.641303,0.824741,1.02493,1.30398,2.40699,1.783,1.47084,1.08067,0.906934,1.27412,1.82778,2.86345,1.60783,1.90171,0.614576,0.99335,1.74642,2.26651,1.91248,2.71422,1.53004,5.43477,1.29571,0.366146,1.43521,0.691988,1.09798,3.73025,3.08161,2.40123,1.74368,0.987502,1.80082,1.29666,2.25351,1.13312,4.84877,1.20633,3.00733,0.840187,2.53769,2.53712,2.26638,1.14402,1.60925,0.419868,3.3202,1.26182,0.344742,0.571606,1.1725,3.20833,1.89366,0.482407,1.12294,0.580933,0.434803,0.246239,0.823216,0.794095,0.625532,1.42089,0.96379,0.57184,0.28507,0.560963,0.414695,0.398135,0.523948,0.72647
34,3.27566,3.05819,3.23625,4.04914,4.49636,1.15527,0.877263,1.80467,1.3633,0.892554,1.80183,3.53911,4.74898,1.03318,3.00412,3.40673,1.2973,0.385112,1.56544,2.05597,8.51591,5.45904,2.90229,2.15611,0.247229,0.517819,2.32682,1.07454,1.97193,3.3906,1.48157,0.78176,0.456559,0.250823,0.695845,1.715,0.801969,2.23004,1.30182,0.416382,0.529958,0.296463,1.79864,1.72505,1.46181,2.83751,1.42099,1.98853,0.143692,0.286015,2.68127,3.2442,0.732966,2.15494,0.922478,1.1644,0.547553,0.358696,3.12299,1.49406,3.26293,4.5525,4.45437,0.993664,0.483648,0.885738,2.00283,2.14979,4.1236,2.12024,2.67792,1.71885,0.551248,1.88144,1.14546,1.24905,3.00902,4.95287,3.02164,1.38657,1.42038,0.601367,2.3968,0.744636,0.615656,1.16115,1.48271,1.02042,2.16236,0.632737,0.690613,0.283609,0.537067,0.811366,0.825646,2.46944,1.33821,0.222364,0.0937117,0.296537,0.257083,0.415944,1.08948,1.59122
35,1.07927,0.919661,1.65016,0.820992,1.27675,0.290879,0.203621,0.530875,0.822091,1.11931,1.20502,1.38544,1.7133,0.679737,0.302214,0.400867,0.901621,0.893175,1.38569,0.800274,1.69312,0.977226,0.521906,0.285949,0.582066,0.880474,2.18243,0.82519,1.12871,0.636597,0.583077,0.246571,0.395552,0.917001,2.5886,1.16346,1.05805,1.46661,0.932499,0.945048,0.999099,3.3352,2.37395,1.99244,1.08315,1.44398,1.29013,1.40969,0.916558,2.23221,4.06257,2.92444,1.40729,1.2134,1.188,1.54255,0.895463,1.55544,3.41716,1.69417,2.79439,2.17328,0.804988,2.42959,0.796308,1.20203,1.51921,1.88764,1.68146,1.68097,1.38758,2.39136,1.37552,0.97132,1.33607,1.59682,0.944467,2.59225,1.49594,1.63144,1.46407,0.94725,0.965593,1.02129,1.17281,1.12997,0.601329,0.585628,1.61627,0.968805,1.23421,0.864856,0.741537,0.414243,0.304225,0.610397,0.599847,0.801313,1.38849,0.788504,0.67459,0.238851,0.416081,0.650272
36,1.95417,3.12522,7.99524,2.48058,2.24346,0.399898,0.434641,2.18784,2.86987,5.91821,5.63757,2.84464,1.12468,0.743136,0.596323,0.863843,4.57408,0.896625,0.855187,0.905466,1.36055,1.52849,0.951044,0.898261,0.951446,0.678865,1.05706,0.964021,0.549746,0.933066,0.477676,0.615272,0.553351,0.56337,1.8197,1.3114,1.66209,2.22529,0.95554,3.29744,0.639661,0.37278,2.39664,3.86805,1.91258,1.07649,1.80761,0.85352,0.325762,0.318963,1.41372,2.52828,2.07524,1.10781,1.12258,1.6571,2.26891,1.9152,3.0178,2.71111,3.05452,2.02296,1.84532,0.626585,1.458,2.47816,6.27282,1.14735,1.67212,3.43006,1.94283,0.636997,2.90646,4.42671,2.03974,1.26744,2.73063,2.94988,4.70964,1.50368,1.04833,2.29807,0.748488,0.768769,0.502154,1.05333,1.21748,0.704784,0.740023,1.00111,1.08366,0.821481,0.295395,0.435174,0.421149,0.987217,0.831955,0.872233,0.570074,0.642258,0.388163,0.1859,0.567811,0.437688
37,0.394972,0.420443,0.947353,0.912889,1.1506,0.878267,0.640802,1.41395,0.153403,0.153406,0.759359,1.18949,1.98591,0.768567,1.92443,0.643777,0.139078,0.358917,0.817459,1.85762,4.14276,0.835948,1.04139,0.442225,0.309586,0.435259,1.79905,1.94123,0.948993,1.86606,0.892652,0.52616,0.206326,0.603765,1.77033,1.20221,1.21153,1.55002,2.64732,0.895474,0.378626,0.534985,2.65443,2.06752,1.72304,1.47119,1.1394,1.57679,0.463045,1.20243,1.75699,2.11775,2.05915,1.67514,1.32212,1.63226,0.54409,0.75029,1.62443,1.63254,2.21423,2.75243,0.930123,1.65626,0.927296,0.894746,2.64246,2.28484,5.24935,5.6665,2.15005,3.58974,1.24339,1.07919,0.54678,1.15781,1.51807,3.3305,3.38491,3.23965,0.92551,1.00186,1.57345,0.43162,1.10201,0.77499,1.45738,2.58748,0.687044,0.465326,1.14449,0.622087,0.274199,0.743861,0.56464,1.76508,0.270619,0.348757,0.659803,0.812736,0.247849,0.324724,0.604644,1.04759
38,0.888833,1.21621,1.51919,7.27558,4.55188,1.90453,0.59754,0.725854,1.57057,1.64483,1.9835,5.03111,2.44222,1.25457,3.19554,0.724076,2.59751,0.640165,1.39653,1.78272,3.78549,1.30668,2.31217,0.844109,1.95392,0.720353,0.601546,1.93768,2.14088,1.90323,1.27092,0.538628,0.236535,0.22088,0.582531,1.45299,1.15785,1.46142,1.4787,1.59965,0.819971,0.280541,0.631189,1.97327,2.81146,1.43137,1.41845,1.90642,0.438455,0.425538,1.263,3.47054,2.01228,3.64195,1.4488,3.45184,1.20305,0.588539,0.978036,1.40897,2.39276,2.10471,1.10116,1.91087,2.17144,0.812269,1.13677,0.797216,2.99517,5.67435,1.62413,2.28036,1.62944,1.2198,0.517051,0.895655,1.30032,5.62917,1.6868,1.30148,1.02378,0.67022,1.49224,0.69907,0.867341,1.48425,3.30939,1.98246,0.537186,0.712078,0.873447,1.02354,0.494322,0.340218,0.782063,3.50739,0.45782,0.578041,0.235244,0.358601,0.429217,0.309679,0.641006,1.71807
base,0.729862,0.918326,1.81469,1.67969,2.05582,0.891455,1.06719,1.27795,0.647255,0.696239,1.35458,1.42124,1.32233,1.06169,1.48988,1.58553,1.26755,0.736988,1.15668,0.844735,1.52624,1.40477,1.48098,1.51769,0.936855,0.667567,0.953581,0.767672,1.08978,1.18999,1.06495,1.09635,0.76395,0.627691,0.933633,1.09722,1.09991,1.6927,1.70073,1.70444,0.850603,0.63483,0.949408,1.78602,2.5023,2.22801,1.80077,1.83889,0.75006,0.98395,1.15324,2.07536,2.76493,1.86156,1.42707,1.78524,0.920691,0.689712,1.35674,1.9779,2.90538,2.15404,2.29372,1.83957,1.01054,0.980788,1.31324,2.18037,2.88296,2.31077,2.04495,1.77525,1.2503,1.45211,1.19959,1.63297,1.77323,2.38435,1.31233,1.20131,1.40145,0.938201,1.09413,0.765178,0.824283,1.23709,1.40455,1.14543,1.47878,0.822026,0.680866,0.430654,0.527651,0.906691,0.603221,1.57344,0.790746,0.642581,0.376029,0.448383,0.361653,0.587793,0.592502,0.745406
