real_name,k_ppt1,k_ppt2,k_ppt3,k_ppt4,k_ppt5,k_ppt6,k_ppt7,k_ppt8,k_ppt9,k_ppt10,k_ppt11,k_ppt12,k_ppt13,k_ppt14,k_ppt15,k_ppt16,k_ppt17,k_ppt18,k_ppt19,k_ppt20,k_ppt21,k_ppt22,k_ppt23,k_ppt24,k_ppt25,k_ppt26,k_ppt27,k_ppt28,k_ppt29,k_ppt30,k_ppt31,k_ppt32,k_ppt33,k_ppt34,k_ppt35,k_ppt36,k_ppt37,k_ppt38,k_ppt39,k_ppt40,k_ppt41,k_ppt42,k_ppt43,k_ppt44,k_ppt45,k_ppt46,k_ppt47,k_ppt48,k_ppt49,k_ppt50,k_ppt51,k_ppt52,k_ppt53,k_ppt54,k_ppt55,k_ppt56,k_ppt57,k_ppt58,k_ppt59,k_ppt60,k_ppt61,k_ppt62,k_ppt63,k_ppt64,k_ppt65,k_ppt66,k_ppt67,k_ppt68,k_ppt69,k_ppt70,k_ppt71,k_ppt72,k_ppt73,k_ppt74,k_ppt75,k_ppt76,k_ppt77,k_ppt78,k_ppt79,k_ppt80,k_ppt81,k_ppt82,k_ppt83,k_ppt84,k_ppt85,k_ppt86,k_ppt87,k_ppt88,k_ppt89,k_ppt90,k_ppt91,k_ppt92,k_ppt93,k_ppt94,k_ppt95,k_ppt96,k_ppt97,k_ppt98,k_ppt99,k_ppt100,k_ppt101,k_ppt102,k_ppt103,k_ppt104
10,0.627652,0.449571,0.801283,0.844025,0.510629,0.814481,0.992205,0.956222,0.318634,0.145851,0.434823,0.204289,0.649358,0.680791,1.32915,0.742076,0.550034,0.417234,0.504948,0.913059,0.605747,0.652231,1.68183,1.04027,0.415162,0.405375,0.637443,1.33669,0.930919,1.26894,1.41926,0.734926,0.625848,1.17275,0.773586,0.779095,1.24788,2.86738,4.02569,0.890735,1.50728,1.77765,3.22781,1.03571,1.56319,1.9878,2.36575,4.5579,0.696325,3.49041,2.47114,1.27222,1.1305,1.68992,3.04824,1.2342,0.473517,0.887343,1.44884,1.06546,2.64805,2.59381,1.97182,2.09098,0.549016,0.818293,0.789785,1.52208,3.19253,3.33208,3.47498,5.01045,0.712308,0.814086,0.490827,0.636636,1.41845,1.35212,1.35706,1.8732,1.29337,0.562661,0.592874,1.04091,1.59654,0.720035,1.20529,1.17739,1.12055,0.806911,0.530598,0.736147,0.84425,1.3563,0.731328,1.3573,0.533248,0.265894,0.577771,0.757519,0.41721,0.910778,0.543,0.476937
11,0.563736,1.24864,5.58268,4.49107,6.2841,0.533077,1.08636,2.10368,0.23583,0.555964,3.3186,5.07724,2.03084,0.71723,0.651367,2.13851,0.189557,0.22525,1.4993,1.93535,4.03539,2.44822,1.07161,1.11134,0.120775,0.188403,0.66632,0.902581,2.16046,2.06111,1.64339,1.38967,0.217166,0.228342,0.627063,1.14891,1.89719,1.12354,1.84149,1.94606,0.361163,0.519799,0.846672,6.46466,5.78532,3.41924,1.76235,1.4777,0.106717,0.699233,1.08395,2.40018,3.48906,1.89169,2.90247,2.97131,0.193024,0.471978,0.913401,1.07621,2.72515,3.15518,2.952,3.39802,0.392194,0.336914,1.50931,2.24691,3.06449,1.67148,1.78147,1.45448,0.325902,0.609595,2.38117,1.67975,1.38654,1.22809,1.38603,0.980297,0.985599,0.793876,0.827411,1.70757,1.02517,1.52702,1.49982,1.48759,1.37303,0.296525,0.349205,0.444229,0.498615,1.06342,1.6382,3.00517,0.596145,0.364506,0.125195,0.296233,0.607842,0.950063,0.951674,0.435587
12,0.312371,0.32032,0.973244,1.40403,1.33293,0.54793,0.610134,1.05961,0.306696,0.685374,0.881464,1.19273,1.53813,0.927505,1.48379,1.68569,1.43638,0.603018,0.668113,0.953226,1.31496,1.76405,1.78292,1.57862,0.534988,0.353125,0.417635,0.935375,0.516105,1.81304,0.813415,1.26306,0.504036,0.475852,0.391765,0.87527,0.525494,1.53076,1.51168,1.14459,0.835768,0.811518,2.35309,2.07796,1.7705,2.67592,2.29282,2.2585,0.559049,0.714617,1.55422,1.85864,0.893968,1.74486,1.43802,1.22619,0.617107,1.41531,1.70378,1.59969,2.77854,2.43783,1.50398,1.91138,0.774378,1.28258,1.54783,2.1361,5.68563,2.49129,1.19036,1.72225,0.728486,1.75086,1.10863,1.36867,1.64477,2.06371,0.586395,1.16136,1.14962,0.783224,1.36651,1.79669,0.85088,1.06827,0.509501,0.546089,2.09117,1.34683,2.04856,0.862311,0.664576,0.795078,0.377495,0.78474,0.738742,0.633191,0.92514,0.394418,0.268634,0.252602,0.313497,0.616098
13,0.843172,1.08064,5.12592,2.52379,3.24952,1.03494,2.29402,2.52683,0.433545,0.803247,1.92612,2.72104,2.59698,1.65967,3.36376,3.96641,0.70578,0.440627,0.64702,1.41158,2.94911,2.08622,3.55393,1.7284,0.689891,0.459109,0.596898,0.943963,1.3314,1.99992,2.12941,1.83732,0.451412,0.405657,0.701548,0.716549,0.710644,1.75447,2.35757,2.12126,0.679017,0.758681,1.36178,1.13025,2.44185,2.53091,2.42365,2.55714,0.38086,0.841981,1.09143,1.78047,2.5438,2.72879,3.1026,2.68043,0.522166,0.345078,1.1357,0.962183,2.7654,5.60157,3.87175,3.23802,0.420103,0.673537,0.877926,1.28314,8.57795,4.77447,4.92293,3.19146,0.478391,0.723236,1.37719,1.76855,3.46589,4.8783,2.5723,1.12951,0.671965,0.480545,0.817904,0.823153,0.882346,1.32653,1.63726,1.64452,1.09717,0.606589,0.780709,0.461165,0.341201,0.888761,0.403207,1.60912,0.640991,0.519201,0.32141,0.447341,0.248491,0.531205,0.647063,1.01249
14,0.869337,0.577793,1.18072,1.42076,2.0692,0.953458,1.20247,1.08839,0.588362,0.344726,1.15881,2.50241,1.51461,1.04388,1.64815,1.33236,0.518223,0.444783,0.663699,1.46124,2.90603,1.21789,1.56469,0.582133,0.385768,0.366111,1.16822,1.80235,2.60676,1.48287,0.851218,0.771748,0.442184,0.409742,1.35815,2.04288,1.35159,1.7139,1.39666,1.0065,0.516743,0.279093,0.682665,2.76648,3.96722,1.91775,0.592989,0.827513,0.241323,0.597646,0.861972,2.61216,1.6682,1.76842,1.71855,1.16352,0.561115,0.566212,1.33686,1.64045,3.27263,4.25969,3.0872,1.47094,0.719141,0.634095,1.39016,3.65135,10.1403,3.28263,1.73903,1.07262,1.4418,1.0289,1.38319,2.22548,3.57323,2.50893,1.39595,0.564024,0.962706,0.556281,1.79011,1.03312,2.0542,2.97356,1.4905,0.932025,0.669514,0.323589,0.546746,0.638766,1.07488,1.17881,0.786078,1.33226,0.43259,0.34231,0.198443,0.758411,0.742784,0.546373,0.481134,0.611706
15,0.294962,0.521748,1.4826,1.23295,0.990825,0.317583,1.05244,1.96159,0.308367,0.630962,0.655146,1.5372,0.899025,0.627242,0.933739,1.28083,0.686885,0.556576,0.765984,1.06971,1.19127,0.539628,0.652981,1.95804,0.755931,1.47324,2.17869,0.806282,0.362152,0.523895,0.745414,0.510229,0.219409,0.619809,1.9253,2.45394,0.932732,1.79772,2.8465,2.21554,0.653336,0.612362,1.24065,1.28883,3.18985,1.29622,2.6125,3.92568,0.851354,0.678358,1.0374,2.28095,2.12617,2.9011,2.92403,1.43227,1.44002,0.365689,1.05753,2.05058,2.42463,2.88786,1.77513,1.73604,1.49362,0.616748,0.586271,1.45753,2.52061,3.4442,1.9124,4.62642,2.4259,1.35979,2.43661,3.79127,1.84755,3.87103,1.64542,3.8112,1.00526,0.608896,1.00575,1.44412,1.06214,0.975277,1.53209,2.0541,0.642265,0.354663,0.430234,0.41749,0.397642,0.676864,0.707392,2.1343,0.767284,0.503401,0.36281,0.459257,0.139268,0.693663,0.430415,0.941355
16,0.782048,2.19803,3.27812,2.39954,5.69642,0.389096,0.56162,0.717027,1.39829,1.2898,3.10758,2.96082,2.27226,0.95339,0.558437,0.538753,3.08241,0.531733,0.620221,1.09502,1.75819,0.367147,1.09496,0.742506,1.37589,0.869903,0.872748,0.981405,0.646857,0.910211,0.775284,0.970216,0.49464,0.456832,1.28603,0.936045,1.03897,2.63819,1.48707,6.34237,1.28753,0.859738,0.700342,1.60031,1.92294,2.53798,1.65001,2.13699,0.508986,0.809604,0.692374,1.54266,3.25778,1.90985,1.67214,1.02338,1.45382,0.4332,1.04998,1.37684,4.80578,2.43108,1.39633,2.42595,1.46494,1.4304,1.78306,1.68343,5.43604,8.18071,2.62683,1.78412,1.25539,1.95354,1.3841,2.33474,1.7589,2.57302,3.78445,0.828873,1.02232,0.75977,1.46481,1.54301,0.575833,0.474279,2.33215,0.909996,1.41652,0.732786,0.875769,0.8926,0.150961,0.591376,0.323013,2.28056,0.647037,0.6034,0.445243,0.530143,0.208993,0.24531,0.541212,0.901643
17,0.502346,0.316311,1.25916,1.23537,2.27292,0.973564,0.915942,0.853171,0.149824,0.250608,0.465054,0.696396,1.75407,0.534542,0.682333,0.808933,0.240236,0.333333,0.571886,1.12454,2.28448,0.852389,1.75671,0.928592,0.39854,0.525035,0.470561,0.50014,2.12225,1.44018,0.685774,0.348445,0.716365,0.708881,0.812489,1.72724,2.53024,3.17047,2.30208,1.14263,0.642201,0.422399,0.86871,2.07214,1.93682,1.56511,2.2185,6.90645,1.18598,1.57319,1.90079,1.66881,1.20781,2.94205,3.74151,1.08143,1.86795,0.750345,0.81166,0.991898,3.54075,6.26267,3.7845,2.22486,0.58121,0.864041,0.8632,1.14769,2.62609,2.12712,1.76232,3.22199,1.05602,3.15342,1.68754,2.61691,1.32719,1.58784,1.22012,2.06969,0.972204,1.07149,2.12802,0.366686,0.610946,0.518784,1.35711,1.67161,0.420831,0.459889,1.30338,0.81333,0.399712,0.491246,0.262271,1.58205,0.29237,0.265629,0.488215,0.806546,0.72961,0.422329,0.619235,0.809965
18,0.555096,0.846025,3.78558,2.59609,1.44485,0.572244,0.807682,2.0239,0.409565,0.576208,1.81754,2.29591,0.544437,0.349255,0.508255,2.07375,1.2677,0.729733,1.7316,1.65567,1.67558,0.6905,0.912026,1.60906,0.502732,0.459811,0.698252,1.10911,1.56675,1.54447,0.614197,0.49441,0.327429,0.707746,1.025,1.25627,2.01364,3.63915,2.95393,1.12249,0.603129,1.42846,2.40601,3.53978,3.3896,3.84153,2.31471,1.61205,0.938676,1.50334,2.31474,3.4445,1.81858,2.30278,1.17576,0.869317,0.781814,0.732076,1.14111,2.93048,5.02143,2.94429,1.76213,0.989035,0.802619,0.755778,1.23932,4.88025,5.07331,1.93854,0.904532,0.642072,0.892585,1.12727,2.44477,3.00487,1.69347,0.994767,1.01183,0.754781,1.8594,0.974959,1.05774,1.28721,1.05955,1.06598,1.14934,0.738556,1.04291,0.711328,0.431669,0.523232,0.515755,0.494946,0.722453,1.08018,1.44954,0.492335,0.596098,0.784104,0.318486,0.459538,0.51595,0.77183
19,0.240971,0.32684,1.12876,2.47805,6.09794,3.13128,6.53132,10.1294,0.286913,0.265576,0.887452,3.66776,3.40485,6.72527,10.0862,7.57106,0.762587,0.355595,0.683148,1.40813,8.79224,7.20816,4.06781,4.24425,0.740327,0.551469,0.696622,0.737517,1.25886,2.62832,2.20291,2.23937,0.576677,1.07474,0.397786,0.567898,0.79365,1.68098,4.81889,4.25723,0.922094,0.639349,0.727983,0.931426,2.09375,1.96109,1.46086,2.17488,0.525499,0.710189,0.766524,1.04146,1.60385,3.07702,2.61632,1.458,1.48602,0.320595,0.64159,1.09597,3.04153,2.05658,4.62178,1.97301,2.26878,0.924227,0.41343,2.88789,3.79873,2.6011,3.48052,2.42537,3.39437,0.264284,0.819678,2.2199,4.62263,5.6406,2.60807,0.600238,2.91783,0.398161,0.68044,1.03422,1.51031,1.58891,1.94651,1.1623,0.66131,0.376952,0.368297,0.390673,0.504316,0.345053,0.57132,1.84394,0.49546,0.497935,0.319778,1.02996,0.273128,0.39195,0.689272,1.75529
20,1.53258,2.68137,3.65163,2.11386,1.26513,0.70666,1.33271,2.60674,0.585605,0.546754,1.76099,3.81761,1.64793,2.11942,2.78248,3.77209,2.48065,1.22075,1.29476,1.49102,3.26207,2.39467,2.53804,1.2572,1.26675,0.971028,0.663566,1.37739,1.34378,0.748151,1.04594,1.16918,0.671159,0.31903,0.317347,0.850598,1.56076,1.65024,1.50041,2.25348,0.593266,0.229788,0.953468,1.40617,2.82996,2.25335,0.959974,1.31442,0.775974,0.213182,0.763169,2.18841,4.10311,2.25828,1.14817,1.99362,0.677802,0.311843,1.14909,2.64449,4.05379,3.31151,2.02952,1.76311,0.682629,0.594798,0.390764,2.85183,4.04594,2.64277,2.97234,2.37401,1.65595,1.68066,0.773751,0.621122,2.63915,4.24213,1.49986,1.25498,0.850947,0.818859,0.872691,0.742796,0.96979,1.59916,3.26956,1.15123,0.275518,0.326718,0.736276,0.656859,0.368673,1.27226,0.351916,1.33934,0.540891,0.347073,0.423657,0.9087,0.180746,0.713555,0.577783,0.983587
21,0.561615,0.863066,2.79974,5.8193,4.50884,1.39032,1.27262,1.02862,0.546578,1.11532,2.04282,5.71043,3.18189,1.30634,2.12221,1.7992,1.23079,0.331617,0.753487,2.6131,4.72175,3.19796,1.77663,1.04071,0.852988,0.21988,0.32531,0.962786,2.33188,2.59006,0.683042,1.01185,0.612517,0.30146,0.435387,1.20233,0.971473,1.80503,1.53069,1.23659,1.03821,0.450408,0.894905,1.78224,3.82708,2.72392,1.23221,1.56088,0.291124,0.752254,1.11477,1.57227,2.12958,4.30552,2.10404,1.72375,0.919584,0.46125,0.809373,1.29693,5.02039,4.70033,4.25821,1.60869,1.10602,1.07687,1.83241,2.54408,8.33071,5.84772,2.20265,3.3396,0.440549,0.83859,1.36242,1.81051,1.86319,3.08501,1.89322,0.823745,1.39377,0.579366,1.47015,0.413615,0.423907,1.23647,1.19796,1.2186,1.46672,0.796501,0.654556,0.372048,0.427446,0.524425,0.56859,2.89475,0.889296,0.556756,0.230139,0.397916,0.358435,0.358192,0.625977,1.58847
22,0.178044,0.44971,0.940711,0.4956,0.669421,0.706633,1.05532,3.00032,0.258663,0.664117,0.561612,1.05886,1.05653,0.784173,0.849703,1.17975,0.206456,0.429583,0.4437,0.382287,2.09399,2.78409,1.78586,0.605343,0.555246,0.518384,0.534574,0.399242,1.49597,4.033,1.32052,0.845399,0.583872,0.719592,1.24372,1.6544,1.85777,2.12966,2.5088,0.761258,0.260364,0.5473,2.32592,4.53364,3.10415,2.19489,1.06609,0.849839,0.253292,0.917485,1.86717,3.87201,3.65566,1.76781,2.87102,1.44843,0.35541,0.856055,1.90668,2.07403,4.23889,1.73443,1.66658,0.338935,0.231131,1.11221,3.11092,4.8492,5.78172,2.20652,1.45895,0.679085,0.631172,0.94687,1.33521,3.2732,4.64908,5.0317,1.64689,1.03699,0.81062,0.894541,0.892645,0.524796,1.27045,2.91345,0.718579,0.58162,0.253605,0.4909,0.56816,0.733259,0.919277,0.982118,0.522352,0.872799,0.470002,0.7475,0.624386,0.865832,0.69062,0.367106,0.63428,0.510633
23,0.628694,1.08773,3.1358,2.64637,1.64244,1.12672,0.97407,0.974464,0.489644,0.908623,2.32334,2.13728,1.40037,2.22273,1.06876,0.810128,1.63998,0.601164,1.05841,1.44912,2.25249,2.16226,1.11803,0.352062,1.76304,0.334235,0.68852,0.704944,2.17245,1.86928,0.529588,0.441286,0.545445,0.304773,1.19125,4.61794,1.73359,2.24034,1.2315,0.870923,0.78079,0.391666,0.341611,5.35425,4.36305,1.64686,0.811039,0.821276,0.3883,0.673708,0.56067,3.16467,6.23034,2.12543,1.62452,2.29889,0.915102,0.140709,1.66393,3.59872,6.14609,3.99928,1.79714,1.19584,0.962781,0.575014,4.41169,4.79321,4.58724,3.22598,2.32399,1.88678,1.24443,3.31833,4.10703,3.33199,2.10837,2.20893,0.531098,0.719185,1.3542,0.954501,0.940116,0.384424,0.634635,1.58252,1.1265,1.03518,2.11131,0.804284,0.708118,0.229548,0.413805,1.37476,0.446524,2.98059,1.16865,0.989846,0.183962,0.349032,0.305561,0.441579,0.33768,0.998541
