real_name,k_ppt1,k_ppt2,k_ppt3,k_ppt4,k_ppt5,k_ppt6,k_ppt7,k_ppt8,k_ppt9,k_ppt10,k_ppt11,k_ppt12,k_ppt13,k_ppt14,k_ppt15,k_ppt16,k_ppt17,k_ppt18,k_ppt19,k_ppt20,k_ppt21,k_ppt22,k_ppt23,k_ppt24,k_ppt25,k_ppt26,k_ppt27,k_ppt28,k_ppt29,k_ppt30,k_ppt31,k_ppt32,k_ppt33,k_ppt34,k_ppt35,k_ppt36,k_ppt37,k_ppt38,k_ppt39,k_ppt40,k_ppt41,k_ppt42,k_ppt43,k_ppt44,k_ppt45,k_ppt46,k_ppt47,k_ppt48,k_ppt49,k_ppt50,k_ppt51,k_ppt52,k_ppt53,k_ppt54,k_ppt55,k_ppt56,k_ppt57,k_ppt58,k_ppt59,k_ppt60,k_ppt61,k_ppt62,k_ppt63,k_ppt64,k_ppt65,k_ppt66,k_ppt67,k_ppt68,k_ppt69,k_ppt70,k_ppt71,k_ppt72,k_ppt73,k_ppt74,k_ppt75,k_ppt76,k_ppt77,k_ppt78,k_ppt79,k_ppt80,k_ppt81,k_ppt82,k_ppt83,k_ppt84,k_ppt85,k_ppt86,k_ppt87,k_ppt88,k_ppt89,k_ppt90,k_ppt91,k_ppt92,k_ppt93,k_ppt94,k_ppt95,k_ppt96,k_ppt97,k_ppt98,k_ppt99,k_ppt100,k_ppt101,k_ppt102,k_ppt103,k_ppt104
30,0.666982,2.34983,3.34785,3.4858,1.61227,0.523236,0.464587,0.745827,0.652108,1.16178,3.71467,2.26663,1.09507,0.547759,0.759473,0.456744,1.86238,0.611535,1.63102,1.47899,2.00294,0.773486,1.12012,0.646854,1.16033,0.493208,0.732943,0.869772,0.910459,1.24602,0.602101,0.457468,0.353698,0.276811,1.24724,1.50089,1.54236,3.32051,1.51146,1.17949,0.844987,0.485259,1.445,3.76516,3.28721,2.68207,1.23603,0.774213,0.393838,0.746159,1.68783,3.93039,5.75937,2.58781,1.21169,0.988096,0.516027,0.464697,1.70048,4.19601,6.66214,2.88225,0.667221,0.87795,0.829733,0.751097,2.61059,2.59018,4.60253,5.98093,0.770498,1.03431,0.694393,2.92859,1.44375,1.89136,1.33402,2.44107,2.32337,0.823447,1.22037,1.24276,1.91346,0.619213,0.720303,0.782458,1.97304,1.08894,1.3829,1.09296,1.16774,0.578758,0.228602,0.413754,0.48279,2.39245,1.05632,0.518816,0.248369,0.37998,0.239425,0.341649,0.507073,0.993436
31,0.396311,0.830472,1.83591,1.48427,2.59649,1.26665,1.33307,1.45245,0.655921,1.76376,1.25741,2.23115,2.30223,0.741286,1.53762,1.89063,0.526704,1.03777,0.387583,0.966827,2.9781,0.791325,1.52163,2.03396,0.898384,0.666322,0.723522,1.61373,1.10651,1.01171,2.30849,1.49027,0.427765,0.559927,1.48499,1.06097,0.676275,0.91801,1.23321,2.30586,0.350294,0.457767,0.775784,1.26047,4.15163,1.50527,1.83686,1.55076,0.923831,1.35643,0.680509,2.89298,3.20388,2.29253,2.59229,1.49844,0.857824,0.651085,0.776451,1.2437,2.50638,1.6882,2.20275,1.34004,0.561495,0.435887,0.794118,1.29932,9.01908,9.29487,2.85563,1.63396,0.647756,0.599126,0.567561,1.04941,4.13772,8.62587,2.18691,2.03805,0.512962,0.337766,1.29309,0.773125,0.804176,1.04648,1.39176,2.58353,0.774504,0.453464,0.589942,0.981693,0.303216,0.901017,0.8212,1.04585,0.358096,0.585314,0.660344,0.51996,0.330961,0.504815,0.652282,0.927613
32,0.457103,2.50105,3.51347,3.25648,6.87783,1.11318,2.69273,4.55815,0.443105,1.37049,3.61401,2.86729,3.12782,1.59542,3.52076,2.42096,1.14466,0.642224,1.17883,1.85012,4.07044,1.25998,2.56829,2.24606,0.497739,0.416267,0.700626,0.680102,0.619437,2.00592,0.971647,1.20462,0.311196,0.342017,1.11235,1.03036,1.39872,4.18145,3.7945,2.08375,0.44529,0.230799,0.81694,3.4952,7.65075,7.03186,2.01952,0.717827,0.237647,0.562453,0.675447,2.81088,5.95283,3.14853,2.88099,0.864705,0.314104,0.260501,0.956508,3.29781,6.89037,3.347,1.78669,2.72592,0.63785,0.330855,1.7074,2.66906,8.20357,9.62566,1.13127,1.41035,0.78341,0.844936,2.19699,2.65508,2.68417,2.64259,3.26139,0.837947,1.6838,0.557143,2.34335,1.19898,0.638729,0.691545,2.30182,1.53764,3.4461,0.555296,0.963124,0.530844,0.095422,0.268285,0.440057,1.99905,0.988719,0.432891,0.25266,0.59007,0.170797,0.240406,0.481098,1.15092
33,1.80307,3.18417,12.9778,7.73149,9.28732,3.04792,1.99114,2.19524,1.00082,0.921502,5.3191,6.97286,1.77953,1.71825,6.84569,3.22516,2.06473,0.675627,4.4445,2.10725,2.31552,2.73366,3.02096,0.898454,1.2753,0.802402,0.741537,0.810761,1.73181,1.98984,0.559937,0.551576,0.811512,0.644937,0.51979,0.956202,0.929883,1.34519,2.25404,1.55336,1.32991,0.759433,0.64774,1.81466,2.44928,3.88724,1.42785,1.70225,0.387503,0.698677,1.49288,2.67191,2.19591,2.83459,1.4927,5.39626,0.991065,0.277227,1.80309,0.883753,1.51424,4.49002,3.37422,3.20733,1.74565,0.814881,2.25584,1.56352,2.73885,1.24755,4.27818,1.30434,2.71732,1.03488,2.80271,2.30296,1.93451,0.957348,1.19574,0.308447,4.35413,1.19611,0.461307,0.489117,0.873393,2.7735,2.34166,0.479671,1.60992,0.586948,0.457464,0.203204,0.589326,0.735909,0.638517,2.37985,0.992345,0.465892,0.167406,0.427614,0.429489,0.400284,0.603542,0.992552
34,1.55616,3.05526,3.61008,3.34839,5.37452,0.64057,0.741717,1.94715,0.512064,0.894396,2.59722,3.43709,4.12796,0.736909,1.67485,2.88799,1.091,0.418887,1.71689,1.96699,8.21282,2.97707,2.65864,1.98621,0.205105,0.361205,1.58042,0.72684,1.10379,2.62515,1.00276,0.726317,0.371167,0.296828,0.877368,1.77009,0.691717,3.22506,1.25746,0.488623,0.331402,0.318991,1.91365,3.31093,2.41186,4.38034,1.14874,1.05086,0.144723,0.341478,2.58484,4.18665,1.44515,1.68821,0.863289,0.62323,0.371461,0.312492,3.3125,2.76458,7.48183,4.98613,3.37356,1.09564,0.314579,0.515982,2.41344,4.57198,8.16435,3.59208,1.82369,1.53729,0.414603,1.68733,1.37467,1.84001,2.81375,4.26946,2.46892,1.2847,2.1434,0.484186,2.88243,0.742725,0.379971,0.849242,1.48906,1.08314,4.64478,0.744392,1.12375,0.258363,0.209651,0.543948,0.564299,2.30004,1.34936,0.257697,0.130121,0.2789,0.192673,0.315325,0.814014,1.48118
35,1.1849,1.30762,1.68801,0.961276,1.53011,0.330531,0.215806,0.627941,0.937743,1.16472,1.23995,1.31303,1.87394,0.852573,0.393736,0.428038,1.32626,0.948048,1.47178,0.885405,1.9918,1.39823,0.771672,0.375133,0.440427,0.547486,1.70644,0.842118,1.20935,0.807166,0.773962,0.304111,0.340207,0.810928,2.30264,1.25915,1.1839,2.52704,1.12859,0.775161,0.90664,2.71637,2.45725,2.99937,1.4445,2.47383,1.30654,0.691353,0.654825,2.03955,4.24036,3.68075,1.75775,1.41172,1.15565,0.961449,0.54486,1.2767,3.83445,2.78615,4.49871,2.38764,0.650909,2.02879,0.544092,0.723028,1.9657,3.84927,2.97677,1.8704,0.931441,1.68677,0.921785,0.889163,1.79689,2.41587,1.24724,2.26092,1.43202,1.15841,2.0012,0.943701,1.27041,1.06137,1.23402,1.38339,0.580949,0.566364,2.50721,1.23029,1.3532,0.753402,0.610702,0.291232,0.320493,0.697284,0.564328,0.790625,1.11148,0.843676,0.731706,0.217094,0.322314,0.569846
36,1.54724,5.01451,18.4051,7.00392,6.49322,0.374523,0.643365,3.06028,1.66815,7.61562,18.6623,13.0592,1.73475,0.930046,0.712472,1.87247,6.30747,0.755187,1.738,1.81909,4.01602,2.03958,1.10538,1.30998,1.07923,0.505285,0.989174,0.81803,0.505285,1.14846,0.452487,0.965108,0.474126,0.450033,1.32069,1.43635,0.954882,2.13144,0.933542,4.35434,0.469326,0.345926,2.04476,5.83998,3.29568,1.66176,1.27699,0.613771,0.160521,0.196437,0.988692,2.79164,3.05732,1.17478,1.03953,1.51894,1.56785,0.835343,2.49827,2.98057,6.17395,2.44972,2.8325,0.772412,1.55741,1.53141,4.72984,1.93186,3.43727,5.51814,2.14008,0.602114,2.52475,2.62174,1.8801,1.28466,3.24977,3.85628,3.72735,0.695841,2.11334,1.15578,0.787814,1.04344,0.297934,1.00048,1.44925,0.708191,1.80781,0.908643,0.930514,0.42867,0.13807,0.341849,0.43785,1.69187,1.54819,1.04311,0.286936,0.357426,0.208802,0.196961,0.701306,0.741896
37,0.33398,0.457792,1.19415,1.22276,1.46778,0.782777,0.685048,1.33406,0.105766,0.149889,1.15626,1.73945,2.06414,0.59114,1.90395,0.666983,0.106289,0.317292,0.905805,2.29674,5.6033,0.688967,1.04882,0.461191,0.229141,0.285513,1.3077,1.93778,1.03283,1.9587,0.831945,0.632814,0.153031,0.365566,1.34339,1.14501,1.13582,1.4331,2.6569,0.912687,0.255734,0.323337,2.08688,2.95702,2.75599,1.93014,1.20773,1.44746,0.327216,0.938269,1.28778,2.2906,2.45811,1.84986,1.54566,1.82945,0.374168,0.679956,1.40784,1.7833,2.81453,3.59909,1.14933,2.19456,0.770069,0.666071,2.71589,2.40732,7.46128,7.06656,1.69904,3.57474,0.907665,1.06849,0.532107,1.04012,1.42266,2.97581,2.55054,2.76511,0.882069,0.84508,1.79736,0.420164,0.93645,0.693879,1.48151,3.08333,0.729631,0.379159,1.17362,0.642343,0.210144,0.719791,0.596949,2.28616,0.260467,0.302384,0.487068,0.591966,0.250627,0.359274,0.677177,1.1512
38,0.449275,0.922824,1.6789,5.23943,4.70722,1.13372,0.543894,0.621637,0.593583,1.0888,2.51508,3.84205,1.87275,0.777068,1.84927,0.503007,1.78467,0.639874,1.55289,1.56513,2.57805,0.535345,1.79075,0.640476,1.93808,0.799303,0.451151,1.42063,1.13887,1.08399,0.80163,0.453017,0.262365,0.330626,0.660641,1.22102,1.02392,1.51788,1.51451,2.94611,0.799985,0.369583,0.591192,2.18201,3.02675,1.66531,1.44112,2.52927,0.550526,0.566602,1.14491,2.98691,2.80523,3.26705,1.92058,2.98294,1.21275,0.533393,0.936425,1.23902,3.14426,2.66156,1.05591,3.13209,2.09941,0.690447,1.01706,0.800183,3.3873,7.24222,1.55176,2.77371,1.78482,1.42683,0.524915,0.960169,0.971581,3.79512,1.38872,1.17703,1.20601,0.614281,1.29539,0.634407,0.632114,0.921259,3.8814,1.96266,0.585124,0.650851,1.20599,1.10804,0.267145,0.315462,0.471409,3.20806,0.359666,0.468247,0.321861,0.369586,0.425226,0.291622,0.558602,1.67048
base,0.436398,1.06941,2.0731,1.70692,2.39043,0.538901,0.93018,1.29185,0.324203,0.679416,2.08273,1.93086,1.24307,0.7856,0.999393,1.5464,1.32207,0.780175,1.58668,0.940374,1.74191,0.947432,1.29386,1.34697,0.876697,0.555539,0.79974,0.620141,0.799463,1.03021,0.79804,1.03083,0.65494,0.568615,1.04924,1.33275,0.982456,1.94693,1.459,1.73485,0.600643,0.560484,0.848106,2.99964,3.92451,3.11743,1.34124,1.13064,0.594391,0.805769,0.996631,2.73709,4.62324,1.63695,1.25714,1.20053,0.639938,0.509645,1.5285,3.22553,5.4791,2.39275,1.94549,1.84187,0.803312,0.654434,1.4238,4.04873,4.79666,3.38033,1.48288,1.47241,0.98794,1.51577,1.4073,1.90184,1.68383,2.30848,0.988691,0.980236,1.72676,0.751687,1.42225,0.790563,0.571052,1.07503,1.57816,1.14643,2.45716,0.819501,0.829403,0.363491,0.285391,0.777228,0.494773,1.73048,0.937013,0.646179,0.339521,0.377134,0.281124,0.523845,0.530452,0.860211
