       104       104         1
  0.1733044      0.1203202      8.3092545E-02  5.7037696E-02  3.8206452E-02  2.4314042E-02  1.4488237E-02  8.0599188E-03
  0.1139236      9.4655876E-02  6.7686335E-02  4.6452224E-02  3.0026003E-02  1.7269325E-02  8.5295264E-03  3.2846987E-03
  6.8357995E-02  5.7531127E-02  4.2044396E-02  2.8104600E-02  1.6023553E-02  6.3607377E-03  3.2102784E-04 -2.7458095E-03
  3.5586599E-02  2.7003849E-02  1.7248989E-02  7.2763131E-03 -6.0832693E-04 -5.2750787E-03 -7.9666444E-03 -8.6307776E-03
  1.6124178E-02  8.8017883E-03  2.4810786E-03 -4.1416195E-03 -9.4171150E-03 -1.2196867E-02 -1.3119011E-02 -1.2363481E-02
  1.0869057E-02  5.0731113E-03  1.0131511E-05 -5.6609820E-03 -1.0474425E-02 -1.3357948E-02 -1.4231783E-02 -1.3361305E-02
  1.6736967E-02  1.2220787E-02  4.8785112E-03 -2.1509301E-03 -7.6535053E-03 -1.1125165E-02 -1.2631479E-02 -1.2410375E-02
  1.9837290E-02  1.6121746E-02  9.0140252E-03  1.9581622E-03 -3.9097747E-03 -8.2742734E-03 -1.0654051E-02 -1.1182924E-02
  1.9368263E-02  1.5931424E-02  9.6216277E-03  3.2491690E-03 -2.3601373E-03 -7.0883920E-03 -9.8423168E-03 -1.0714368E-02
  1.7868120E-02  1.4435450E-02  8.1436761E-03  1.2983971E-03 -4.1564089E-03 -8.0527635E-03 -1.0521893E-02 -1.1246058E-02
  1.6149990E-02  1.2884585E-02  7.0324154E-03  3.3988166E-04 -5.3553991E-03 -9.3795828E-03 -1.1636548E-02 -1.2070026E-02
  1.5555175E-02  1.2541543E-02  6.9247673E-03  3.0119521E-04 -5.6974384E-03 -1.0098586E-02 -1.2373198E-02 -1.2616183E-02
  1.5855327E-02  1.3131432E-02  6.9993914E-03  3.2489703E-05 -5.8792804E-03 -9.8610869E-03 -1.2012664E-02 -1.2179638E-02
  0.1203202      0.1693476      0.1162870      7.8452451E-02  5.2124012E-02  3.4258993E-02  2.2362112E-02  1.4357631E-02
  9.5541321E-02  0.1088970      8.9926317E-02  6.2269945E-02  4.0357512E-02  2.5180456E-02  1.5404642E-02  8.9807585E-03
  5.8680982E-02  6.1050314E-02  5.1911557E-02  3.6869380E-02  2.2590873E-02  1.1796068E-02  4.9351722E-03  8.2952029E-04
  2.6909532E-02  2.4910912E-02  2.0557615E-02  1.3097468E-02  4.9448428E-03 -1.9296091E-03 -6.8449369E-03 -8.6341810E-03
  8.3576851E-03  4.8829096E-03  2.6046815E-03 -1.2843173E-03 -6.1319475E-03 -1.0556962E-02 -1.3601895E-02 -1.3897945E-02
  4.2093108E-03  1.0013809E-03 -1.1015220E-03 -4.5707624E-03 -8.6954994E-03 -1.2387601E-02 -1.4757604E-02 -1.4794190E-02
  1.0554509E-02  8.1661663E-03  3.8990835E-03 -4.6681148E-04 -5.1867005E-03 -9.6792193E-03 -1.2565819E-02 -1.3214927E-02
  1.4820131E-02  1.3052577E-02  8.6067943E-03  3.7202107E-03 -1.4018046E-03 -6.3129473E-03 -9.6796870E-03 -1.1038489E-02
  1.5410855E-02  1.3784793E-02  9.6328458E-03  4.8298155E-03 -1.5515477E-04 -4.9812662E-03 -8.3396385E-03 -9.9600156E-03
  1.4125685E-02  1.2317234E-02  8.1759704E-03  2.9740673E-03 -1.8856287E-03 -6.0241459E-03 -9.1793255E-03 -1.0585280E-02
  1.2653661E-02  1.0741123E-02  6.7667607E-03  1.5809299E-03 -3.4281466E-03 -7.5320582E-03 -1.0363739E-02 -1.1407300E-02
  1.2264068E-02  1.0406051E-02  6.4613324E-03  1.2371235E-03 -3.9940276E-03 -8.2918738E-03 -1.1036694E-02 -1.1859996E-02
  1.2665563E-02  1.0966838E-02  6.5964301E-03  1.2940632E-03 -3.8357956E-03 -7.9876218E-03 -1.0720902E-02 -1.1456701E-02
  8.3092545E-02  0.1162870      0.1630263      0.1085863      7.1747270E-02  4.8474665E-02  3.3853394E-02  2.3749866E-02
  6.8912673E-02  9.0759389E-02  0.1011856      8.0340617E-02  5.4151155E-02  3.6665820E-02  2.5863155E-02  1.7912857E-02
  4.2555472E-02  5.1795121E-02  5.3444959E-02  4.3909975E-02  3.0700329E-02  2.0176947E-02  1.2772039E-02  7.2947697E-03
  1.3298218E-02  1.6065525E-02  1.9518514E-02  1.8892545E-02  1.3204306E-02  4.5033596E-03 -3.1489874E-03 -6.6003616E-03
 -3.2746873E-03 -3.1435242E-03  5.4435731E-04  2.4189860E-03  1.5538428E-05 -5.8436365E-03 -1.1693855E-02 -1.3659458E-02
 -6.0695218E-03 -6.3783855E-03 -3.9257460E-03 -2.9194820E-03 -4.6601799E-03 -8.6457616E-03 -1.2857993E-02 -1.4293551E-02
 -9.9776405E-05  1.8433906E-04  9.0547365E-04  1.4503181E-03 -8.7111259E-04 -5.7401796E-03 -9.9948140E-03 -1.1806017E-02
  5.2036290E-03  6.0615963E-03  6.0456995E-03  5.2793180E-03  2.4214194E-03 -2.1488947E-03 -6.1860137E-03 -8.4792825E-03
  7.1731312E-03  8.1348132E-03  7.6940200E-03  6.0898335E-03  3.0922952E-03 -8.2266417E-04 -4.3111672E-03 -6.6748543E-03
  6.2735026E-03  6.9144363E-03  6.5203133E-03  4.6559714E-03  1.6898157E-03 -1.8495036E-03 -5.2661227E-03 -7.3311386E-03
  5.2747130E-03  5.4934942E-03  4.8813051E-03  2.8469205E-03 -1.2238842E-04 -3.4065315E-03 -6.3926120E-03 -8.0388157E-03
  5.1809168E-03  5.1980942E-03  4.3367712E-03  2.1279943E-03 -9.1283968E-04 -4.1050292E-03 -6.8698261E-03 -8.2853716E-03
  5.6775499E-03  5.6677395E-03  4.5775231E-03  2.6644654E-03 -2.8715879E-04 -3.7497468E-03 -6.6486308E-03 -7.9796529E-03
  5.7037696E-02  7.8452451E-02  0.1085863      0.1549871      0.1037280      7.1410028E-02  5.1043177E-02  3.6770421E-02
  4.7508981E-02  6.3479273E-02  8.0929405E-02  9.0784637E-02  7.4776723E-02  5.5094116E-02  4.1047086E-02  2.9852392E-02
  2.7366083E-02  3.6076935E-02  4.3316672E-02  4.5412088E-02  4.0485501E-02  3.2244358E-02  2.3817587E-02  1.6206815E-02
  7.4578564E-04  4.9371271E-03  1.3818163E-02  2.1057086E-02  2.0679802E-02  1.2455367E-02  3.0768526E-03 -1.9668903E-03
 -1.3544729E-02 -1.1488052E-02 -3.3768592E-03  4.0629040E-03  5.2502269E-03 -4.2528696E-04 -7.8894780E-03 -1.1074200E-02
 -1.5392431E-02 -1.3798320E-02 -7.7742655E-03 -2.5022456E-03 -1.1970460E-03 -4.3367374E-03 -9.3539168E-03 -1.1640416E-02
 -1.0591270E-02 -8.3554297E-03 -3.3234083E-03  1.8751021E-03  2.6166907E-03 -1.2631755E-03 -5.6143911E-03 -7.9953768E-03
 -4.9748248E-03 -2.0607535E-03  1.9667425E-03  5.3727761E-03  5.5189718E-03  2.5236457E-03 -1.0204288E-03 -3.6408422E-03
 -2.0155633E-03  1.0849377E-03  4.1933205E-03  6.0936490E-03  5.8516139E-03  3.8537549E-03  1.1886685E-03 -1.3386657E-03
