real_name,k_ppt1,k_ppt2,k_ppt3,k_ppt4,k_ppt5,k_ppt6,k_ppt7,k_ppt8,k_ppt9,k_ppt10,k_ppt11,k_ppt12,k_ppt13,k_ppt14,k_ppt15,k_ppt16,k_ppt17,k_ppt18,k_ppt19,k_ppt20,k_ppt21,k_ppt22,k_ppt23,k_ppt24,k_ppt25,k_ppt26,k_ppt27,k_ppt28,k_ppt29,k_ppt30,k_ppt31,k_ppt32,k_ppt33,k_ppt34,k_ppt35,k_ppt36,k_ppt37,k_ppt38,k_ppt39,k_ppt40,k_ppt41,k_ppt42,k_ppt43,k_ppt44,k_ppt45,k_ppt46,k_ppt47,k_ppt48,k_ppt49,k_ppt50,k_ppt51,k_ppt52,k_ppt53,k_ppt54,k_ppt55,k_ppt56,k_ppt57,k_ppt58,k_ppt59,k_ppt60,k_ppt61,k_ppt62,k_ppt63,k_ppt64,k_ppt65,k_ppt66,k_ppt67,k_ppt68,k_ppt69,k_ppt70,k_ppt71,k_ppt72,k_ppt73,k_ppt74,k_ppt75,k_ppt76,k_ppt77,k_ppt78,k_ppt79,k_ppt80,k_ppt81,k_ppt82,k_ppt83,k_ppt84,k_ppt85,k_ppt86,k_ppt87,k_ppt88,k_ppt89,k_ppt90,k_ppt91,k_ppt92,k_ppt93,k_ppt94,k_ppt95,k_ppt96,k_ppt97,k_ppt98,k_ppt99,k_ppt100,k_ppt101,k_ppt102,k_ppt103,k_ppt104
10,0.767437,0.247218,0.308087,0.416384,0.256924,0.565906,0.967607,1.13989,0.617229,0.101584,0.209675,0.0693899,0.40407,0.583464,1.45471,0.710103,0.614367,0.563141,0.328407,0.429968,0.2181,0.470712,1.9368,0.921204,0.438763,0.53985,0.733672,2.40945,1.06687,0.913049,1.80821,0.794278,0.516865,1.2582,1.00858,0.709804,1.74087,3.27682,4.36757,1.38197,1.6685,1.6029,3.89282,0.786242,2.13004,2.39162,3.48484,8.14655,0.46194,3.39156,2.67515,1.18803,1.40396,2.04902,3.84393,2.435,0.26151,0.794425,1.32076,0.730852,2.14974,3.28819,2.50839,3.75109,0.385676,0.709071,0.596043,0.990261,3.09863,5.0271,5.39816,7.96031,0.494786,0.682753,0.293168,0.473794,1.61605,2.69416,1.88019,4.67876,0.416793,0.379948,0.326,1.51491,2.81103,1.16445,2.20511,2.10191,0.506538,0.582096,0.302486,1.21626,1.76053,2.70782,0.775427,0.955108,0.349146,0.190731,0.510216,0.728943,0.533344,1.43837,0.414792,0.263122
11,1.03662,1.49178,5.65715,4.90702,7.53831,0.904227,1.41831,2.67958,0.483713,0.82362,2.96999,3.67828,2.7028,1.33723,0.788486,2.54059,0.238299,0.327709,1.34541,1.98443,3.43237,3.98111,1.56979,1.6962,0.152986,0.252749,0.877334,1.22563,2.9193,2.70146,2.82097,2.20535,0.328768,0.419293,0.804543,0.981606,2.40978,1.28951,2.33119,2.74807,0.624571,0.818957,1.13625,4.78505,4.52521,3.09744,3.32854,2.4849,0.207577,1.20588,1.53186,1.96999,3.29885,2.31659,4.63178,4.26514,0.319665,0.959872,0.809545,0.934106,2.23205,3.22874,3.41011,5.084,0.572812,0.509247,1.45389,1.39093,2.23727,1.77774,2.83806,1.71615,0.429783,0.674056,2.26752,1.83044,1.7008,1.28344,2.52024,1.55818,0.725401,1.08614,0.793198,3.1608,1.84459,1.91088,1.55228,1.94891,1.45154,0.377355,0.429412,0.881053,0.857281,1.40806,2.52012,2.38834,0.64163,0.588729,0.26577,0.513274,0.981233,1.38288,1.21384,0.296331
12,0.610951,0.397455,1.49172,2.37083,2.06614,1.95215,1.30943,1.28599,0.615355,1.34947,1.27601,0.976423,2.36752,2.75776,3.21813,2.88278,2.55033,0.782745,0.574613,1.22769,1.65189,5.00328,3.59496,4.25132,0.652031,0.300219,0.317458,0.798203,0.676023,3.51905,1.23462,2.58054,0.954292,0.596228,0.191267,0.433373,0.401081,1.65989,1.96547,1.22536,1.80916,1.1071,1.9246,1.31389,0.873325,2.07608,4.61718,3.80213,1.80032,1.16769,1.75388,1.24165,0.527788,1.83475,1.99073,1.31242,1.60918,3.83838,1.63761,2.02646,2.52179,2.50786,1.9741,2.64063,1.79441,2.77774,1.79589,1.6656,4.04278,1.76363,1.51636,1.55932,1.49392,3.1924,1.51651,1.79917,2.48382,1.41299,0.754199,0.893664,1.74895,1.53306,1.76491,3.71326,1.85423,1.07013,0.299277,0.371928,5.57617,2.92309,5.26583,1.81348,1.18465,0.895676,0.616338,0.664018,1.26852,1.12461,2.32975,0.681609,0.363934,0.276908,0.448417,0.604791
13,2.03791,1.91168,4.39514,2.13683,3.1237,1.4121,2.29681,3.69828,1.25182,1.28181,1.96099,1.77831,3.12892,2.48639,2.98017,4.66894,1.77256,1.49465,1.01574,1.26994,2.75204,4.41426,5.00052,3.28356,1.20183,0.835547,1.22745,1.64044,2.34491,2.56653,3.97786,3.05734,1.21895,1.04329,1.62866,1.03254,1.16677,2.95853,3.31323,3.7138,1.5825,1.66958,2.4543,1.55959,3.92352,4.11831,7.23126,5.19006,1.08711,2.10707,2.94838,2.91499,4.41834,5.26561,4.73209,4.62121,1.29343,1.02131,1.90261,2.19389,4.81958,8.75306,7.43512,6.14949,0.951213,1.47812,1.48555,1.56366,9.06543,5.68061,8.59142,4.72097,0.778206,0.979595,1.50463,2.49472,4.36873,5.6956,4.20773,2.3262,0.671443,0.824204,1.03934,1.02856,1.54749,2.16478,1.95333,2.48248,1.39089,1.01196,0.866144,0.798916,0.824794,1.4153,0.827358,1.63584,0.701708,0.802367,0.698897,0.824091,0.602753,0.980801,0.945577,0.962629
14,1.71237,0.883421,1.60696,2.41408,2.9653,2.31822,1.76376,1.14908,1.57136,0.90163,2.21263,3.13743,1.85169,1.76367,1.96852,1.81089,0.952778,0.865246,1.05479,1.92659,3.27861,2.36806,2.28668,1.05699,0.687107,0.507567,1.4177,2.21145,4.80286,2.91296,1.4505,1.33453,0.671171,0.555664,1.17902,1.45202,1.16261,1.54633,1.44919,1.07766,0.940029,0.425026,0.612062,2.34395,2.97894,1.48497,1.02404,1.53916,0.604611,0.82166,1.28882,2.70817,1.75236,2.04409,2.35086,2.03452,1.0857,1.63775,1.33822,2.5213,3.58484,4.6684,3.89773,2.52707,1.75866,1.21606,1.66235,3.03777,8.65436,4.04116,2.98335,1.04241,2.27153,1.74828,1.41536,2.95028,5.57595,3.3137,3.149,0.818967,0.707638,0.887211,2.40582,2.84081,5.8396,5.49414,1.9098,1.25335,1.25305,0.518054,0.898511,1.86593,2.45863,2.23813,2.80926,1.6467,0.805328,0.747331,0.496076,1.35379,1.33515,1.05903,1.19023,0.719409
15,0.249622,0.50968,1.24378,1.12633,0.782705,0.395709,1.18333,2.32393,0.31019,0.753468,0.478129,1.2246,0.916758,0.846209,0.907427,1.26211,0.502201,0.470361,0.484811,1.04436,0.834723,0.485366,0.669849,1.93251,0.734111,1.62882,1.79462,0.79118,0.317558,0.565415,0.932213,0.556473,0.20125,0.76909,1.8713,1.79766,0.964626,1.50989,2.60646,1.97704,0.748716,0.840401,1.46086,0.771799,1.61853,0.80863,2.51836,3.11566,1.22323,0.770586,1.10858,1.64029,1.52008,2.30246,3.09254,1.16486,1.76119,0.510984,0.892977,1.49991,1.61093,1.80549,1.03008,1.06438,1.39146,0.688132,0.451121,1.01681,1.6026,2.83269,1.67306,3.43983,1.99371,1.10342,2.30635,3.58237,1.74305,3.08476,1.993,4.02212,0.640773,0.574103,0.783981,2.07242,1.25919,0.890565,1.24579,1.77042,0.435526,0.340656,0.444369,0.633609,0.457774,0.627689,0.780827,1.39439,0.8595,0.606998,0.634184,0.685714,0.155511,0.726651,0.453022,0.74573
16,0.855624,3.11155,3.84961,3.44507,6.40211,0.8029,0.996278,1.08067,2.36701,1.68823,3.16306,2.84453,3.02822,1.75547,0.944161,0.802725,3.61571,0.555235,0.4746,1.16106,1.98658,0.654923,1.81597,1.76101,1.34515,0.891762,0.763012,1.11216,0.87212,1.62931,1.83328,2.21358,0.624962,0.524166,0.967044,0.625674,1.13211,2.68571,2.14567,7.60573,2.08653,1.11315,0.713051,1.03545,1.27873,2.66357,3.51785,2.69962,0.907693,1.06713,0.664353,1.28811,2.32245,2.63786,2.77175,1.01728,2.16431,0.697063,0.916346,1.24066,3.75305,2.03197,1.36544,1.78714,1.89842,2.10587,1.47215,1.31506,4.11314,5.84843,2.20104,1.05727,1.12894,2.02286,1.51546,2.54524,2.3665,1.85735,4.20237,0.582417,0.813951,0.89663,1.42347,2.61502,1.04702,0.482957,1.69993,0.733164,1.07967,0.815875,0.786273,1.54076,0.268449,0.625669,0.509867,2.01977,0.900373,0.711811,0.612889,0.720606,0.311046,0.337302,0.771308,0.924595
17,0.712209,0.515132,1.16644,1.15649,2.32189,1.54202,0.940218,0.82107,0.254342,0.410376,0.340113,0.569869,2.00293,0.7986,0.618451,0.658506,0.283708,0.403262,0.507907,1.38251,1.82726,0.984479,2.06827,0.989332,0.47612,0.729473,0.519265,0.558042,2.14005,1.83326,1.04386,0.402224,1.05466,1.35929,1.06163,1.86362,3.49309,3.74193,2.2533,0.861121,0.825956,0.566056,1.06001,1.63341,1.16424,1.21206,1.74093,3.87209,1.7439,2.07009,2.13148,1.30798,0.917811,2.39265,4.02788,0.560738,2.11129,1.16266,0.647143,0.800089,2.39887,3.04963,1.74934,1.19424,0.523629,0.78733,0.80888,0.936465,1.8606,1.68766,1.37553,1.51564,1.07356,3.07049,1.89412,2.8445,1.46156,0.972675,1.76067,1.64671,0.921597,1.47464,2.88234,0.628518,0.769543,0.527844,1.12612,1.27059,0.448688,0.599437,1.68828,1.41086,0.420265,0.421507,0.361404,0.971816,0.314152,0.450662,1.04736,1.95439,1.13049,0.447511,0.651825,0.477134
18,0.63485,1.0243,3.02429,2.35428,0.963021,0.874142,0.932178,2.28326,0.56475,0.721418,1.26965,1.67519,0.565529,0.458578,0.593882,2.16161,1.19222,0.781879,1.22347,1.56615,1.38484,0.763764,0.977566,1.56561,0.448908,0.393723,0.514926,1.11746,2.3978,1.95744,0.716602,0.491314,0.336632,0.66246,0.873155,0.978329,2.43821,3.13963,2.81955,0.623382,0.67604,1.75569,2.28561,2.38851,2.38627,3.63755,2.86819,1.24137,1.51515,2.02,2.47425,3.07622,1.07604,2.3641,1.29739,0.884282,0.941247,1.07491,1.24426,2.60973,3.95238,2.3084,1.55797,0.718744,0.702733,0.947423,1.17499,3.89287,3.17244,1.14019,0.609123,0.500005,0.627994,0.821687,2.52209,2.25955,1.35178,0.590856,0.626149,0.609664,1.47886,0.855383,0.84518,1.18647,1.10956,0.942407,0.683644,0.515347,0.753469,0.72964,0.363374,0.757679,0.879765,0.43259,0.72982,0.660567,2.08812,0.553936,0.953844,1.1229,0.558375,0.480313,0.56943,0.849266
19,0.71766,0.927993,1.433,3.10108,9.04103,6.42772,9.98366,15.7912,1.31505,0.506988,1.09096,3.17464,5.47877,13.9981,14.0807,11.0296,2.9366,1.25854,1.20742,1.54331,11.0686,22.227,8.21526,13.7571,1.50832,1.11566,1.42007,1.3167,2.34756,4.45743,6.86297,6.86373,2.2041,3.22806,0.73429,0.79107,1.37726,3.34436,9.62323,9.38156,2.67121,1.24468,1.17763,1.08341,3.42782,4.84586,5.87298,4.67194,1.24466,1.70821,1.2997,1.34051,2.41439,8.50751,6.58409,2.0694,2.92931,0.67953,0.7648,1.58098,4.48346,2.83063,8.95492,3.35066,4.64078,1.67041,0.546729,2.94667,4.41713,2.83436,5.05104,2.03465,5.14993,0.382111,0.975584,3.16214,8.21314,5.1648,3.95838,0.566912,3.53523,0.716793,1.03449,1.85472,3.09864,2.41445,1.97851,1.33987,0.851776,0.656013,0.345082,0.735273,1.17556,0.513732,1.14494,1.8837,0.619066,0.880974,0.58405,2.09909,0.761361,0.821749,1.05535,1.46672
20,1.8656,2.69105,4.34888,2.19058,1.29231,0.73662,1.32824,2.50662,0.70017,0.660199,1.78266,3.4831,1.74457,2.41374,2.56736,3.35643,2.3654,1.18993,1.05892,1.57395,2.92104,2.21961,2.49659,1.14069,1.28946,0.833407,0.603982,1.49263,1.53269,0.76404,1.17689,1.39803,0.558343,0.349812,0.285108,0.618229,1.39965,1.36832,1.56127,2.50164,0.559324,0.265439,0.941619,1.03137,2.31151,1.98695,1.27036,1.86671,0.922768,0.240185,0.655196,1.50777,3.26434,2.18862,1.57534,3.19077,0.741252,0.38131,0.98247,1.78978,3.55465,3.64269,2.69473,3.11999,0.655345,0.675412,0.391391,1.80057,3.42398,2.92651,4.47378,3.92536,1.3877,1.42199,0.597059,0.456771,2.32892,4.13764,1.84883,1.82731,0.601098,0.698304,0.579324,0.76982,0.853402,1.39795,3.4158,1.65422,0.251136,0.318357,0.687375,0.924775,0.357171,1.50275,0.388509,1.37236,0.573897,0.501836,0.721847,1.11786,0.237382,0.895494,0.792126,1.01193
21,0.350521,0.576506,1.37096,2.6978,2.22658,0.888422,0.773298,0.820139,0.313125,0.583026,0.767728,3.78153,2.67872,0.836099,1.2843,0.878685,0.355005,0.183613,0.355443,2.26523,2.87554,1.31951,0.832558,0.416105,0.407122,0.205101,0.271708,1.00315,1.90839,1.34147,0.581109,0.524018,0.338809,0.272695,0.489592,0.950545,1.06791,0.95545,1.01662,0.85683,0.819302,0.538363,0.876725,0.925597,1.73841,1.23789,0.754992,0.995562,0.268677,0.748672,1.12975,0.952823,1.00933,2.77892,1.63947,1.36796,1.00821,0.513047,0.797275,0.633292,2.22856,2.89064,2.4007,0.933869,0.752974,0.88532,1.26131,1.55735,3.73666,3.28358,1.60744,4.38477,0.245848,0.361064,1.04667,1.10725,0.889936,1.8266,1.60075,1.17106,0.708957,0.366029,0.768172,0.19465,0.263803,0.789307,0.901052,1.22938,0.365284,0.369238,0.328986,0.326346,0.389986,0.345791,0.442399,2.21922,0.393305,0.287631,0.247231,0.48739,0.495151,0.317328,0.589306,1.62046
22,0.137149,0.414543,0.918967,0.609547,0.652849,1.27831,1.73038,3.15776,0.26877,0.7591,0.506684,1.07517,1.1555,1.16207,1.34415,1.41129,0.149583,0.276641,0.276461,0.415031,1.81672,2.85435,2.0652,0.758236,0.481872,0.493598,0.322878,0.321994,1.29548,4.9509,1.70888,1.07876,0.507407,0.584307,0.613534,0.861042,1.43846,1.45772,2.32985,0.611102,0.31607,0.537041,1.71448,2.05131,1.20536,1.27445,0.937321,0.69174,0.291126,0.755504,1.27565,2.16604,1.82772,1.40383,3.14798,1.02058,0.36539,0.912664,1.30198,1.16657,2.16422,1.00353,0.916648,0.178313,0.226752,1.09398,1.81624,3.08687,3.47938,1.46278,0.994483,0.351252,0.533083,0.884539,1.38391,3.07703,5.34043,3.58863,1.61559,0.579335,0.583438,0.817847,0.767263,0.917872,1.97113,2.55949,0.484279,0.347019,0.184078,0.43397,0.592855,1.09894,1.13555,0.866203,0.583136,0.630174,0.567118,0.697135,0.729061,1.05163,0.663975,0.359018,0.69227,0.467699
23,1.51947,2.69941,4.48862,3.36791,1.78828,2.41356,1.7653,1.6358,1.70574,2.13391,3.13915,1.59096,1.96309,5.53226,1.72516,1.44001,7.63323,1.9022,1.40207,1.43021,2.36734,6.06282,2.33462,0.9905,4.07645,0.442559,0.742737,0.83754,3.43016,3.17444,1.01497,1.207,1.8279,0.66357,1.2795,4.44282,2.18686,4.09668,2.18646,1.3219,1.85066,0.739741,0.4901,4.96773,5.94791,4.2887,3.11792,1.46773,1.03646,1.48623,0.721947,3.32764,7.34551,4.94954,3.74298,3.47312,1.64696,0.24224,2.11132,4.99282,11.071,5.63938,3.83734,2.06052,1.52378,1.15031,6.14689,4.87081,5.35795,3.13295,2.82332,1.72827,1.52127,4.50152,4.93645,3.6534,3.19981,1.65688,0.404363,0.476818,1.92166,1.24784,0.987979,0.583682,0.832204,1.69903,0.732912,0.779332,3.79201,1.78612,0.845414,0.409118,0.817662,1.80479,0.491271,2.07475,2.68228,2.19091,0.45627,0.62839,0.66905,0.692756,0.418148,1.01641
